196399.city,SPRIGVILLE,SPRINGVILLE
20418.city,MIDDLtEBORO,MIDDLEBORO
71994.lname,Engbersesn,Engbersen
148774.rate,463,4.63
139075.state,LA,AL
22403.city,PIEN,PINE
17663.state,Y,WY
43264.fname,qErann,Erann
64215.phone,565-364,565-3364
75719.city,ALTON BAeY,ALTON BAY
9574.childexemp,b0,0
95686.state,AdL,AL
11680.phone,257-2s115,257-2115
183768.marriedexemp,,0
44325.haschild,***,Y
120687.singleexemp,300,3300
136342.maritalstatus,,S
35020.city,ASELMO,ANSELMO
161583.marriedexemp,***,0
129410.haschild,,N
98895.singleexemp,***,0
36940.zip,9833,99833
142539.singleexemp,***,0
897.gender,***,F
29828.city,AvLVA,ALVA
92249.salary,u30000,30000
84516.lname,Wgeerle,Wegerle
25193.zip,8h9052,89052
54347.state,C,DC
48696.singleexemp,m0,0
188234.city,OLGAN,LOGAN
60812.haschild,***,Y
49079.lname,Batlz,Batz
16541.zip,83292,83229
34023.state,RA,AR
88650.haschild,,Y
123830.salary,55000***,55000
139717.state,CD,DC
101189.singleexemp,***,0
144512.childexemp,,0
88680.city,ALMYRaA,ALMYRA
22643.state,JN,NJ
147998.haschild,lN,N
61828.rate,.0,0.0
188935.phone,68g9-1780,689-1780
1371.gender,***,F
119642.state,JN,NJ
181660.marriedexemp,,0
6493.gender,,F
184491.city,ARCTIC VILLGAE,ARCTIC VILLAGE
178957.city,APPETON CITY,APPLETON CITY
51276.salary,10000***,10000
34948.rate,.53,5.3
67818.lname,iHammerl,Hammerl
12454.state,tDC,DC
92598.singleexemp,,0
179417.city,UFFALO,BUFFALO
99298.childexemp,,0
55631.maritalstatus,nS,S
148319.singleexemp,,0
101827.salary,5000w0,50000
148816.city,RIDGER,BRIDGER
24611.state,C,DC
133961.singleexemp,,0
149647.rate,1.y8738205,1.8738205
43448.city,RACOLA,ARCOLA
131937.haschild,sY,Y
131315.state,S,MS
41558.childexemp,,0
100511.phone,466-3683,466-6383
5362.state,SK,KS
50402.singleexemp,b0,0
187355.state,IW,WI
77793.marriedexemp,***,0
79399.maritalstatus,,M
97111.childexemp,,0
6515.gender,***,F
16030.fname,Barbee***,Barbee
103138.gender,pF,F
76607.city,EDGMEONT,EDGEMONT
132504.state,C,DC
198415.singleexemp,***,0
26299.childexemp,4o00,400
114770.salary,50000***,50000
152803.rate,.50,5.0
18059.state,A,GA
108865.phone,740-4953,470-4953
46958.city,ANCORTES,ANACORTES
23837.city,DES MONIES,DES MOINES
112170.phone,553-773,553-4773
71562.marriedexemp,***,0
80250.gender,rF,F
179503.lname,Chiood,Chiodo
85686.fname,Khanti,Kanti
191922.city,FORES TLAKES,FOREST LAKES
105002.gender,,F
175702.lname,Nayanii,Nayani
22231.haschild,,Y
75854.zip,3389,93389
2181.gender,,F
142796.fname,xRochel,Rochel
67091.gender,***,M
190316.zip,89171,89117
92886.state,LA,AL
75484.state,E,DE
102572.singleexemp,,0
195805.city,ROANKE,ROANOKE
162586.gender,aM,M
135679.zip,5838,58368
17673.childexemp,0,20
83803.state,C,DC
135982.city,NAHEIM,ANAHEIM
67029.haschild,,Y
188577.state,AL,LA
64496.fname,Hiekazu,Hidekazu
7491.gender,***,F
187355.childexemp,40,400
4250.gender,bF,F
37158.childexemp,30k0,300
148528.city,AHLAND,ASHLAND
186647.childexemp,***,0
115207.singleexemp,***,0
41559.childexemp,300,3300
189550.state,RO,OR
53480.maritalstatus,***,M
92138.areacode,57,757
636.gender,,F
2743.gender,***,M
127137.state,CD,DC
6702.gender,***,F
105685.city,ARCH CdAPE,ARCH CAPE
37895.state,C,DC
53952.rate,0b.0,0.0
65903.singleexemp,c0,0
154518.singleexemp,3p300,3300
13308.city,CASTLEBERYR,CASTLEBERRY
188240.childexemp,227,272
117713.maritalstatus,hS,S
151720.childexemp,,0
32666.singleexemp,33j00,3300
107391.areacode,74,774
107498.childexemp,,0
181440.childexemp,***,0
46368.childexemp,,0
176830.areacode,037,307
28003.singleexemp,90,900
184028.zip,0230,80230
44701.state,LA,AL
184203.city,ASBHY,ASHBY
38575.lname,orgy,Forgy
1160.childexemp,,0
164304.city,ANNb ARBOR,ANN ARBOR
158603.marriedexemp,m0,0
111049.zip,9363,39363
42570.maritalstatus,***,M
152603.city,ANTON CHfICO,ANTON CHICO
4013.state,CD,DC
82299.salary,10000***,10000
69202.state,LA,AL
88599.haschild,aY,Y
97443.maritalstatus,,M
81059.state,JN,NJ
159390.marriedexemp,m0,0
69540.marriedexemp,***,0
125165.state,C,DC
17140.gender,dF,F
191351.haschild,***,Y
190911.maritalstatus,nM,M
122541.haschild,pN,N
114214.phone,972-1200,972-2100
193180.gender,***,F
137464.gender,kF,F
57965.city,ASHFOpRD,ASHFORD
136904.marriedexemp,,0
133791.state,CD,DC
134602.lname,Quinln,Quinlan
173280.childexemp,c0,0
129265.zip,7979,27979
23495.areacode,807,870
100826.singleexemp,,0
185735.childexemp,300,3300
18778.salary,3r0000,30000
150385.lname,Delerfayt,Declerfayt
157264.zip,854,2854
77954.childexemp,***,0
121454.gender,aF,F
70214.singleexemp,***,0
140604.areacode,02,302
131164.maritalstatus,,S
53313.city,PUdRCHASE,PURCHASE
6427.gender,***,F
33705.salary,80000***,80000
129347.salary,50000***,50000
4534.gender,aF,F
7991.gender,dF,F
40908.city,ANCHROAGE,ANCHORAGE
89034.state,DI,ID
92135.city,AMEILA,AMELIA
158683.childexemp,,0
84843.zip,46187,64187
157137.phone,720-3612,720-3621
183133.gender,***,M
174859.city,TOgPSFIELD,TOPSFIELD
185421.haschild,nN,N
66398.city,CENTER PIONT,CENTER POINT
189269.fname,annich,Yannich
35159.haschild,,N
33741.gender,tM,M
179882.lname,oDw,Dow
131789.phone,597o-7464,597-7464
5118.city,JOHNSONVILLE***,JOHNSONVILLE
199272.areacode,537,573
99135.fname,Lihsu,Lihu
98752.singleexemp,z0,0
89071.fname,Kemjji,Kemji
47884.city,ATNELOPE,ANTELOPE
193734.maritalstatus,,S
63278.areacode,046,406
162674.areacode,08,308
21177.childexemp,z0,0
27268.singleexemp,***,0
34264.areacode,o405,405
91504.city,NEEYVILLE,NEELYVILLE
65430.salary,100t00,10000
66541.state,AW,WA
11869.lname,Usiho,Ushio
5537.city,MAhLTA,MALTA
106527.haschild,***,N
65123.gender,***,F
129431.state,IR,RI
166240.childexemp,013,103
49283.marriedexemp,***,0
87368.fname,Kvi,Kavi
69224.state,vMT,MT
125204.childexemp,r0,0
81836.areacode,80n2,802
6685.gender,dF,F
2121.gender,,F
177225.childexemp,***,0
40618.singleexemp,,0
98993.phone,658-92o89,658-9289
182333.zip,22213***,22213
235.maritalstatus,eM,M
86524.state,CD,DC
189781.state,AdR,AR
101211.childexemp,,0
173209.maritalstatus,,M
56521.haschild,cY,Y
104494.state,RA,AR
1226.haschild,***,Y
54121.state,vAL,AL
192598.state,nAL,AL
156727.state,C,DC
751.phone,936m-4598,936-4598
139279.childexemp,227,272
84960.singleexemp,a0,0
127627.phone,94-2189,394-2189
44209.zip,5458,5485
1251.city,BARNvEGAT,BARNEGAT
80326.zip,38547,83547
73292.gender,,M
1336.gender,***,F
69479.childexemp,v0,0
162161.state,JN,NJ
133470.fname,Pioyu,Piyu
130291.fname,Patrdik,Patrik
150436.childexemp,l0,0
17402.state,CD,DC
81166.phone,37-7254,307-7254
1163.gender,***,F
143353.lname,obmann,Dobmann
172395.marriedexemp,f0,0
8230.gender,qF,F
4955.gender,rF,F
198590.maritalstatus,,S
156661.marriedexemp,l0,0
47857.maritalstatus,***,M
169060.singleexemp,g0,0
26157.childexemp,***,0
112610.state,DxC,DC
94637.city,WICHIT FALLS,WICHITA FALLS
41269.marriedexemp,r0,0
147714.rate,.0,7.0
32617.areacode,41i4,414
121027.childexemp,f0,0
169521.singleexemp,,0
57981.rate,60.,6.0
185213.city,ANNISOTN,ANNISTON
145082.phone,3062040,306-2040
162392.city,eCHEPACHET,CHEPACHET
111253.state,AfL,AL
94895.maritalstatus,qS,S
88406.areacode,761,716
25363.salary,8500,85000
67041.areacode,713,731
137002.state,C,DC
108056.city,ALAT,ALTA
114709.lname,Dekeysr,Dekeyser
189032.maritalstatus,,S
96811.state,OC,CO
121943.state,LA,AL
84447.salary,n35000,35000
180098.marriedexemp,***,0
82775.marriedexemp,***,0
36849.singleexemp,***,0
18679.city,kAMITY,AMITY
112053.salary,60000***,60000
107380.zip,8942s3,89423
126774.zip,7145q8,71458
46846.childexemp,***,0
124436.rate,.0,7.0
70286.fname,Itlan,Ilan
195696.haschild,***,N
39777.gender,,F
121139.city,RGANITE CANON,GRANITE CANON
184173.areacode,53,253
139139.zip,4483,4438
152481.salary,3500,35000
191758.maritalstatus,,S
151646.state,J,NJ
9501.state,RA,AR
139170.childexemp,475,2475
43456.city,CHESER,CHESTER
12449.phone,25w1-2629,251-2629
121622.childexemp,l0,0
162087.marriedexemp,4050,4500
157728.areacode,281,218
192189.phone,51-08316,510-8316
69062.areacode,q503,503
6925.city,IDNHA,IDANHA
54554.state,SM,MS
126334.singleexemp,v0,0
59300.rate,6.99s12586,6.9912586
169897.state,L,AL
71209.state,gDC,DC
189092.childexemp,,0
145661.gender,yM,M
196793.childexemp,b0,0
2293.gender,oF,F
8081.fname,Andrehas,Andreas
47308.lname,Scheld,Schedl
139156.fname,Raga,Ranga
111909.childexemp,***,0
79567.state,qAL,AL
113759.rate,3t.0,3.0
121661.childexemp,***,0
27130.salary,95000***,95000
181385.marriedexemp,***,0
102866.childexemp,,0
124807.gender,yF,F
39802.city,ASHTNO,ASHTON
188428.zip,91465,19465
84559.fname,KiCheng,KaiCheng
99667.city,NADES,ANDES
177997.city,ALSEmA,ALSEA
76206.state,X,TX
163267.singleexemp,,0
195290.state,LA,AL
133806.areacode,071,701
26070.city,ABTH,BATH
5064.gender,jF,F
7701.gender,,F
30182.state,J,NJ
53562.rate,53.,5.3
33590.fname,Dawosn,Dawson
173196.state,XT,TX
171464.gender,,F
51986.city,MSOOT,SMOOT
61418.maritalstatus,,M
120832.city,RCOKLAND,ROCKLAND
110766.city,WASHNGTON,WASHINGTON
67456.singleexemp,04,40
24333.childexemp,220,2250
1283.gender,***,F
167391.childexemp,,0
151742.state,AhL,AL
129314.marriedexemp,***,0
192411.lname,Alncar,Alencar
190434.lname,Pikalv,Pikalev
62741.state,AP,PA
52386.city,VANCEOBRO,VANCEBORO
133564.zip,8952,89052
84858.state,C,DC
170337.childexemp,,0
126245.state,CD,DC
34150.city,SCOTTVoILLE,SCOTTVILLE
119714.areacode,410,401
15601.state,GzA,GA
61713.haschild,,N
33405.salary,50q00,5000
47643.state,DnC,DC
67234.zip,572,5732
79196.lname,Starr***,Starr
66041.state,D,MD
70969.city,APPLEON,APPLETON
93826.marriedexemp,,0
75632.childexemp,***,0
122061.state,Z,AZ
168492.rate,3.r8,3.8
12145.gender,,F
115989.marriedexemp,,0
24177.maritalstatus,,M
9331.lname,aTyara,Tayara
97153.lname,Iztigehl,Itzigehl
69861.fname,Idraxnil,Idranil
98167.gender,***,F
134955.childexemp,,0
80750.haschild,,Y
120226.salary,0000,40000
105599.singleexemp,***,0
134831.marriedexemp,***,0
45559.lname,Caikr,Cakir
125561.childexemp,,0
26126.city,PONjCE,PONCE
35803.haschild,tY,Y
4589.gender,***,F
167615.childexemp,d0,0
187121.maritalstatus,***,S
198742.childexemp,***,0
16060.city,DzIXIE,DIXIE
178752.zip,37020,30720
49253.rate,0i.0,0.0
76920.city,ARTHRU,ARTHUR
79426.salary,100000***,100000
97065.lname,Muirhaed,Muirhead
95156.city,ANAHExIM,ANAHEIM
81459.state,RA,AR
107088.city,ALM CREEK,ALUM CREEK
149010.city,GOFFSTWN,GOFFSTOWN
22318.maritalstatus,***,S
129099.fname,Prak,Pak
171792.marriedexemp,z0,0
151771.singleexemp,h0,0
174183.childexemp,,0
57837.city,AMITYVILE,AMITYVILLE
140973.haschild,***,Y
184414.haschild,eY,Y
128150.singleexemp,***,0
44704.state,CD,DC
194060.zip,42932,49232
9938.haschild,kN,N
191645.city,MAES,AMES
4661.gender,,F
35160.rate,x0.0,0.0
69697.lname,Dearley,Dearnley
111690.marriedexemp,***,0
146211.marriedexemp,f0,0
163654.state,ViT,VT
176030.city,APPLETNO CITY,APPLETON CITY
196955.marriedexemp,w0,0
85622.gender,***,M
31565.maritalstatus,,S
50925.marriedexemp,***,0
19444.state,DN,ND
9803.marriedexemp,200,4200
147060.marriedexemp,1u74,174
192737.city,tAMLIN,AMLIN
11384.zip,69404,69044
149363.lname,Kacye,Kaye
117194.childexemp,q0,0
178032.city,ARDlMORE,ARDMORE
61073.marriedexemp,,0
61725.childexemp,,0
159695.marriedexemp,***,0
76681.salary,45000***,45000
95561.marriedexemp,147,174
152783.salary,65000***,65000
49783.city,DOUGLAScVILLE,DOUGLASVILLE
142736.haschild,***,N
181011.rate,30.7,3.07
183536.lname,aBrthou,Barthou
108430.singleexemp,***,0
7386.gender,hF,F
199929.salary,z15000,15000
113448.singleexemp,,0
157444.marriedexemp,,0
126463.state,R,AR
166683.childexemp,***,0
56537.childexemp,y0,0
51927.state,I,RI
12891.rate,y3.4,3.4
40296.zip,m39477,39477
76943.childexemp,***,0
178772.marriedexemp,900v0,9000
28246.lname,Bfellmore,Bellmore
137365.childexemp,00,900
62105.singleexemp,***,0
52132.singleexemp,,0
3267.gender,***,F
90916.state,LA,AL
66461.childexemp,p0,0
85803.haschild,,N
128061.singleexemp,,0
28537.rate,21,2.1
142964.state,ArR,AR
126157.singleexemp,m0,0
48787.rate,4.t5329266,4.5329266
106175.singleexemp,,0
46107.zip,4161p5,41615
132174.marriedexemp,***,0
106384.marriedexemp,2u600,2600
10729.city,KASNAS CITY,KANSAS CITY
185311.state,YN,NY
171261.gender,tF,F
22176.singleexemp,u0,0
6542.city,NAAHOLA,ANAHOLA
143192.state,J,NJ
102670.fname,uLlu,Lulu
124766.gender,pM,M
191514.phone,32-6474,324-6474
194579.city,ONRRISTOWN,NORRISTOWN
59947.maritalstatus,,S
160129.fname,Sonay,Sonya
4408.lname,Balcm,Balcom
103431.city,ASONIA,ANSONIA
179143.singleexemp,g0,0
12898.state,CD,DC
39894.areacode,55,585
150850.city,SEELE,STEELE
141116.phone,37-9757,137-9757
101878.marriedexemp,***,0
121018.singleexemp,00,900
3834.gender,***,F
14816.state,L,AL
1717.gender,xM,M
115846.rate,.8,7.8
30421.areacode,421,412
14583.city,GRAHsAM,GRAHAM
35146.marriedexemp,***,0
162274.haschild,vN,N
178402.rate,e0.0,0.0
106935.state,uDC,DC
143715.zip,4636a0,46360
74176.city,AMS,AMES
108503.state,C,DC
61741.childexemp,***,0
150104.maritalstatus,pM,M
90868.gender,***,F
162021.zip,0717,7017
33097.gender,,F
59456.singleexemp,l0,0
109987.state,C,DC
111516.childexemp,3a300,3300
31153.haschild,,N
31263.city,ANDRSON,ANDERSON
85666.salary,3500,35000
28950.city,FORT LAUDERDLE,FORT LAUDERDALE
29418.haschild,,N
39343.lname,Eigneur,Eigner
122671.gender,***,M
176823.phone,87-54186,875-4186
145177.zip,1656,81656
156929.fname,Shuog,Shugo
8286.gender,***,M
192692.phone,629-699,629-6499
156942.salary,10j000,10000
146478.fname,Sadayukqi,Sadayuki
163150.childexemp,r0,0
158477.maritalstatus,,M
110657.singleexemp,j0,0
86255.zip,1221,12721
158348.marriedexemp,z4200,4200
176375.salary,4000r0,40000
53615.fname,Giampaloo,Giampaolo
192739.salary,1500,15000
86568.state,rAR,AR
21025.phone,499-983,499-9843
59805.childexemp,***,0
102754.city,HASEKLL,HASKELL
148198.phone,630-5116,360-5116
106956.areacode,17,917
111340.maritalstatus,,M
170798.marriedexemp,,0
31735.fname,yr,Cyr
162019.fname,Stefan,Stefaan
26303.rate,53.,5.3
29959.singleexemp,1000***,1000
186535.areacode,4b02,402
92622.childexemp,f0,0
56615.city,ATLAMONT,ALTAMONT
145166.city,LAPENA,ALPENA
40095.state,oND,ND
115696.city,ARECBO,ARECIBO
102821.lname,Lutetrkort,Lutterkort
68896.salary,5000,50000
102055.areacode,502,520
4476.fname,Alabrect,Albrect
185220.singleexemp,f0,0
145321.city,lBELTON,BELTON
125413.zip,7040,70740
80186.lname,Krhuys,Kruys
56205.childexemp,310,3100
130892.state,LA,AL
130453.fname,Pual,Paul
107440.city,ANANPOLIS,ANNAPOLIS
135300.haschild,***,Y
181624.salary,6k0000,60000
133953.marriedexemp,***,0
111910.lname,Evebs,Eves
144490.state,C,DC
41557.state,UgT,UT
82280.gender,,F
136467.marriedexemp,,0
138506.state,CD,DC
165422.marriedexemp,***,0
14983.rate,60.,6.0
5786.marriedexemp,***,0
85178.gender,***,M
135018.haschild,bY,Y
187828.city,MASwONTOWN,MASONTOWN
25337.childexemp,j0,0
46638.state,CN,NC
143837.city,APvLINGTON,APLINGTON
261.gender,***,F
171173.phone,805-6411,850-6411
162305.lname,utter,Sutter
196551.maritalstatus,,M
2131.singleexemp,330,3300
175872.gender,,F
113710.salary,x80000,80000
109497.childexemp,***,0
140937.city,BALGEY,BAGLEY
87344.childexemp,***,0
167930.zip,97007***,97007
99489.fname,Limson,Limsoon
53320.areacode,79,979
121819.maritalstatus,gM,M
125254.state,R,AR
160901.haschild,***,Y
155346.childexemp,k0,0
74418.areacode,7y02,702
128170.city,tTAMPA,TAMPA
58747.singleexemp,,0
184665.singleexemp,t0,0
106258.singleexemp,p0,0
154993.state,DlC,DC
145625.gender,tF,F
184959.state,K,OK
125245.maritalstatus,rM,M
6939.gender,uF,F
4197.state,KA,AK
182674.maritalstatus,rM,M
196005.city,DETROTI,DETROIT
192390.state,AgL,AL
49652.state,HO,OH
80811.city,ZUMBROFALLS,ZUMBRO FALLS
134716.salary,800q00,80000
92690.fname,oKn,Kon
1021.city,CAdRBON HILL,CARBON HILL
121739.zip,810p6,8106
113714.phone,249-8767,294-8767
95131.singleexemp,v0,0
161064.city,RECIBO,ARECIBO
197486.marriedexemp,t0,0
160183.marriedexemp,***,0
114979.haschild,,N
56662.zip,7405q6,74056
128699.state,CD,DC
45195.phone,26o9-7914,269-7914
192902.childexemp,h0,0
6952.gender,dF,F
102344.zip,205e80,20580
177782.marriedexemp,t0,0
138143.childexemp,0100,1000
170190.haschild,,N
81433.rate,9.n0,9.0
20900.rate,4.s75,4.75
52149.rate,4.587663,4.5857663
194752.maritalstatus,***,M
74627.singleexemp,***,0
113602.marriedexemp,n0,0
142681.salary,1000,10000
10913.zip,0511,20511
91486.haschild,***,N
158299.childexemp,310v0,3100
157248.childexemp,***,0
85550.zip,73c010,73010
75512.marriedexemp,w0,0
131196.maritalstatus,gS,S
72908.childexemp,***,0
85605.areacode,034,304
77709.haschild,cN,N
40327.state,bDC,DC
52381.salary,51000,15000
4292.state,C,DC
30158.maritalstatus,,S
23914.fname,Carzmem,Carmem
81602.state,L,AL
83932.state,T,VT
84737.areacode,6p05,605
51738.rate,.75,4.75
97879.salary,6r0000,60000
142197.phone,684-571,684-5741
37341.state,R,AR
179326.gender,,F
56168.rate,a3.4,3.4
112252.haschild,mY,Y
149438.city,ACRADIA,ARCADIA
4110.state,KO,OK
126300.singleexemp,s0,0
9519.marriedexemp,2000***,2000
165429.childexemp,***,0
151086.rate,78.,7.8
56503.salary,06000,60000
94761.childexemp,,0
36065.phone,947-1g511,947-1511
82229.gender,***,M
141393.marriedexemp,***,0
193277.singleexemp,i0,0
19771.marriedexemp,***,0
29060.phone,66-6857,466-6857
97074.gender,,M
36152.city,RURtAL RETREAT,RURAL RETREAT
37285.haschild,***,Y
126230.state,CN,NC
108809.rate,.3645,3.645
138424.rate,7d.8,7.8
55636.state,dDC,DC
140862.marriedexemp,f0,0
24217.fname,Carswten,Carsten
15610.city,ANHCORAGE,ANCHORAGE
86011.rate,4.57,4.75
93975.fname,Kristinn***,Kristinn
101854.marriedexemp,c0,0
54003.city,ARVAAD,ARVADA
179751.childexemp,***,0
12881.marriedexemp,p0,0
166027.gender,uM,M
196529.zip,8552,87552
121721.marriedexemp,u0,0
114419.gender,lM,M
75701.state,CD,DC
182156.state,L,AL
46048.childexemp,d0,0
188121.childexemp,k0,0
111885.state,LA,AL
85821.childexemp,o3300,3300
72288.marriedexemp,080,2080
69239.state,LA,AL
35706.maritalstatus,hS,S
164578.childexemp,,0
125841.city,ARGYLgE,ARGYLE
104820.marriedexemp,x0,0
24355.fname,Casiir,Casimir
113221.gender,***,M
37747.marriedexemp,300,3000
151553.state,vAL,AL
126766.fname,ksana,Oksana
72883.singleexemp,,0
16765.singleexemp,,0
11952.fname,Arunachalqam,Arunachalam
27053.rate,6.v45,6.45
3845.gender,***,F
7552.gender,zF,F
74429.state,rDC,DC
21637.singleexemp,0,20
62954.state,L,AL
194519.state,L,AL
126224.marriedexemp,l0,0
88169.marriedexemp,1000,12000
9538.state,OtK,OK
6738.maritalstatus,pS,S
195624.singleexemp,,0
92442.childexemp,***,0
88321.singleexemp,***,0
33530.maritalstatus,aM,M
78927.fname,ing,Jing
166864.state,LA,AL
167443.singleexemp,,0
145128.childexemp,***,0
19582.childexemp,a0,0
149912.state,CN,NC
198986.state,LA,AL
57200.state,xAL,AL
96659.state,L,AL
27276.zip,92813,92831
121898.haschild,,Y
161940.lname,Capsp,Capps
146767.state,LA,AL
65274.state,CD,DC
150824.zip,92z1,921
128684.zip,1313,13113
123701.maritalstatus,gM,M
163229.zip,4623s4,46234
46913.city,ASTORAI,ASTORIA
7604.gender,wF,F
148334.state,CD,DC
144118.gender,mM,M
73285.lname,Hervatc,Hervatic
111279.phone,1766503,176-6503
43261.phone,6357739,635-7739
131113.fname,Peiay,Peiya
27860.childexemp,x0,0
83488.zip,82j832,82832
23974.gender,***,F
174779.childexemp,r0,0
116748.marriedexemp,,0
131808.areacode,76,706
20572.marriedexemp,t0,0
10314.childexemp,***,0
176903.city,ARGYpLE,ARGYLE
122598.marriedexemp,o0,0
46981.areacode,63,563
37294.zip,8808,88048
16151.state,fVT,VT
127943.city,DORcSEY,DORSEY
90641.state,NnJ,NJ
45094.childexemp,,0
60746.childexemp,r0,0
85952.marriedexemp,,0
169429.haschild,***,Y
150000.zip,98189,98198
71522.fname,Ibqal,Iqbal
41771.haschild,***,N
113617.fname,Mihaeala,Mihaela
1378.state,C,DC
123650.city,cFALL RIVER,FALL RIVER
186067.state,RA,AR
94401.state,C,DC
52291.marriedexemp,***,0
173122.areacode,x515,515
173634.lname,Trutnk,Trunk
179587.childexemp,***,0
56448.maritalstatus,kM,M
127320.haschild,,N
45045.gender,***,M
16557.singleexemp,c0,0
103641.marriedexemp,,0
26434.lname,Focacic,Focacci
191952.zip,n49746,49746
187469.childexemp,o0,0
142907.phone,374p-3486,374-3486
162193.maritalstatus,***,M
52132.lname,ilarrasa,Vilarrasa
184939.gender,mF,F
91475.fname,Krack,Kirack
115570.city,ASHOTN,ASHTON
13981.singleexemp,247y5,2475
19403.state,CD,DC
123239.city,NAGOON,ANGOON
2709.rate,0.i0,0.0
4694.gender,***,F
61045.marriedexemp,400,4200
103171.lname,Goldjo,Glodjo
88119.state,qWA,WA
16004.lname,Pleayo,Pelayo
111603.phone,108-3334,180-3334
88030.lname,Hecakmann,Heckmann
198022.childexemp,***,0
69959.singleexemp,t0,0
5248.gender,gF,F
177268.marriedexemp,,0
138335.city,ANTHOYN,ANTHONY
132880.state,AoL,AL
199225.childexemp,***,0
196990.phone,649-73b50,649-7350
179914.areacode,334***,334
164706.phone,764-1615,764-1651
173357.lname,Pnort,Port
91543.state,IxN,IN
25258.rate,6t.0,6.0
172162.salary,57000,75000
19420.lname,Coon,Coron
190448.childexemp,***,0
57012.childexemp,***,0
3609.gender,***,F
139180.state,KA,AK
96104.zip,400,4050
168483.phone,977-1634,977-1643
51226.areacode,176,716
10277.city,ASHWAAY,ASHAWAY
82252.state,NsJ,NJ
198413.singleexemp,,0
56538.salary,6000,65000
175556.singleexemp,,0
68416.childexemp,,0
76564.haschild,jY,Y
112452.maritalstatus,yS,S
151534.marriedexemp,66x00,6600
55459.zip,9676n5,96765
21278.singleexemp,2g400,2400
187831.city,ATON,ALTON
130835.childexemp,***,0
34560.fname,Deimetri,Demetri
132587.state,L,IL
5055.singleexemp,***,0
79090.state,vDC,DC
137609.singleexemp,***,0
78681.areacode,60d3,603
145854.fname,Ryosukie,Ryosuke
107234.city,ANTIOH,ANTIOCH
61605.singleexemp,127l50,12750
3545.maritalstatus,***,M
172344.childexemp,***,0
82443.areacode,13,213
111546.rate,.0,0.0
