28291.city,BiOW,BOW
35347.city,STRATTNO,STRATTON
47481.marriedexemp,000,3000
45128.fname,agil,Yagil
44129.state,uDC,DC
16143.phone,707-493,707-4493
34115.areacode,4x10,410
13175.rate,00,0.0
18772.marriedexemp,,0
15725.city,DALLSA,DALLAS
16333.phone,582-f5933,582-5933
45814.city,BENT MOUNTIAN,BENT MOUNTAIN
24523.phone,200-h6180,200-6180
22969.childexemp,***,0
23656.haschild,***,Y
21232.city,OISE,BOISE
19866.zip,7570,74570
24781.areacode,12,712
35510.maritalstatus,***,S
28603.state,D,SD
40202.childexemp,l0,0
42786.fname,umino,Fumino
47406.gender,,F
35574.marriedexemp,080,2080
26654.gender,hF,F
18593.gender,tF,F
30166.state,CD,DC
35823.maritalstatus,***,S
19345.fname,Shaon,Sharon
3802.childexemp,300,3300
3617.zip,980,908
42239.childexemp,400***,400
47562.city,HICKORY FALT,HICKORY FLAT
8958.state,C,DC
15904.city,BOLUDER,BOULDER
32895.singleexemp,0,20
16414.singleexemp,i0,0
8313.lname,Suskind,Susskind
26503.phone,30-5575,230-5575
8883.gender,kM,M
39007.state,KA,AK
48216.city,PETZ,PEETZ
16878.gender,cM,M
34218.lname,Carhciolo,Carchiolo
13173.city,BENDESRVILLE,BENDERSVILLE
29484.salary,x60000,60000
35777.childexemp,k0,0
3292.rate,30,3.0
3026.city,OPRTLAND,PORTLAND
28625.marriedexemp,***,0
22247.gender,,F
40049.state,StD,SD
32617.marriedexemp,0,80
40401.rate,0.p0,0.0
30238.maritalstatus,,M
1453.areacode,58n0,580
15172.rate,8.5,8.25
40572.singleexemp,330a0,3300
12683.maritalstatus,bS,S
45985.areacode,01,501
28186.gender,fF,F
26977.fname,Virgnia,Virginia
32577.phone,91r4-9264,914-9264
450.maritalstatus,cM,M
11832.rate,0x.0,0.0
48716.childexemp,k0,0
2003.state,DN,ND
31100.gender,aF,F
19586.state,TV,VT
12894.city,WAWICK,WARWICK
39510.maritalstatus,***,M
36170.phone,394-806,394-8806
19393.state,DiC,DC
18108.city,OyAK,OAK
15594.phone,860-2083,806-2083
1473.areacode,4k06,406
27327.haschild,kN,N
44462.maritalstatus,***,S
49177.areacode,320,302
24031.childexemp,j0,0
31134.state,AnR,AR
32486.state,AgL,AL
42208.gender,***,F
20970.zip,24409,42409
6745.maritalstatus,cM,M
14034.salary,20000***,20000
32520.marriedexemp,2704,2740
16947.areacode,05,505
26106.marriedexemp,2704,2740
14459.fname,Kotehs,Kotesh
7749.areacode,065,605
42791.rate,5z.0,5.0
19871.lname,Harangsmri,Harangsri
43501.maritalstatus,***,M
37496.marriedexemp,p0,0
34813.marriedexemp,l220,220
5317.fname,Iordaan,Iordana
5095.fname,Siua,Siau
41837.city,BOSON,BOSTON
28192.zip,4745,64745
24042.rate,6k.0,6.0
46214.gender,***,F
43613.gender,mF,F
27035.phone,99f8-9094,998-9094
1524.gender,,F
37543.zip,71396,71369
47825.phone,r402-4795,402-4795
7341.haschild,***,N
27588.state,CD,DC
35242.areacode,27,217
34676.state,jAL,AL
14874.salary,6000,60000
15970.maritalstatus,***,S
17799.city,MARdSHALL,MARSHALL
7259.city,TAyYLOR,TAYLOR
44282.marriedexemp,2704,2740
25541.haschild,dY,Y
45887.state,LA,AL
31528.marriedexemp,***,0
49466.childexemp,m0,0
40866.zip,7028,97028
20215.phone,8387384,838-7384
43363.gender,,M
29548.salary,200s00,20000
47761.maritalstatus,vS,S
8729.haschild,***,Y
33660.haschild,***,Y
5921.areacode,423,432
9064.lname,Radivjevic,Radivojevic
5165.singleexemp,n0,0
42044.haschild,wN,N
8521.haschild,,Y
36553.gender,gF,F
11908.singleexemp,***,0
18522.phone,5y93-4168,593-4168
49411.areacode,022,202
38514.fname,Yehsoshua,Yehoshua
8259.singleexemp,d0,0
39183.city,BIRMINbGHAM,BIRMINGHAM
42774.maritalstatus,,M
27854.lname,Scholegel,Schloegel
8377.gender,***,F
2643.city,OWLING GREEN,BOWLING GREEN
48797.maritalstatus,,S
12745.zip,3017n3,30173
20945.city,BLUoE SPRINGS,BLUE SPRINGS
17338.gender,,M
7592.gender,,F
39911.state,AV,VA
23125.childexemp,h0,0
16784.city,BLOMOFIELD,BLOOMFIELD
37143.lname,Denth,Drenth
46366.state,jHI,HI
37445.singleexemp,***,0
30795.haschild,***,N
41597.marriedexemp,200,4200
29485.rate,5.d0,5.0
37117.marriedexemp,740,2740
14661.areacode,125,215
22922.areacode,687,678
14493.marriedexemp,g0,0
20094.zip,3552,35952
31764.phone,888-8301***,888-8301
36816.lname,Saeleb,Saleeb
25431.state,C,DC
13926.fname,eKju,Keju
23876.state,K,AK
10018.haschild,cY,Y
28826.state,LA,AL
40161.state,HN,NH
36675.childexemp,,0
37761.zip,18a425,18425
13004.rate,6x.0,6.0
15811.haschild,***,N
25133.state,TdN,TN
30560.state,CD,DC
12403.childexemp,l0,0
39626.marriedexemp,540,5400
30690.maritalstatus,tS,S
20951.zip,8301,8310
29881.lname,Graenigo,Gradenigo
7916.state,AlR,AR
5851.zip,3370,33870
38159.gender,***,M
30008.city,ApTKA,ATKA
14443.phone,759-n4768,759-4768
41418.fname,Sigekazu,Shigekazu
44947.gender,qF,F
28819.childexemp,3030,3300
31583.marriedexemp,2470,2740
41303.childexemp,,0
37282.maritalstatus,dM,M
15703.salary,10000,100000
13736.areacode,370,307
20508.state,H,OH
11837.state,CD,DC
16827.state,AP,PA
1769.singleexemp,600,6000
46958.salary,60000***,60000
10193.state,CD,DC
38362.gender,,F
3953.city,SWANSA,SWANSEA
41729.singleexemp,***,0
41862.gender,mF,F
25963.haschild,,N
36895.fname,iPerpaolo,Pierpaolo
48086.gender,,F
23961.gender,,F
42470.marriedexemp,1800***,1800
3877.lname,Ebelign,Ebeling
2308.zip,860i44,86044
11810.fname,Atahiru,Attahiru
33611.haschild,,Y
14561.phone,767s-9784,767-9784
8331.gender,yF,F
41401.rate,5.53,5.35
10096.phone,465-098,465-6098
13588.zip,7445,74445
7589.city,BEVERLY cHILLS,BEVERLY HILLS
46438.gender,,M
29225.singleexemp,***,0
25551.city,BEVIzER,BEVIER
407.fname,Michiori,Michinori
42242.city,AMYFIELD,MAYFIELD
33567.singleexemp,g0,0
19772.singleexemp,1900***,1900
12783.gender,hM,M
35927.rate,6.646783,6.466783
46889.maritalstatus,cM,M
31768.areacode,521,251
13457.childexemp,***,0
4738.lname,Semesh,Shemesh
48003.marriedexemp,4a0,40
19171.city,ILMINGTON,WILMINGTON
28967.haschild,***,Y
48640.rate,53,5.3
17510.lname,Elloy,Ellozy
48590.haschild,sN,N
27299.haschild,***,N
34582.state,K,AK
5905.state,L,AL
8856.areacode,31,731
35591.marriedexemp,,0
18765.state,LA,AL
41918.city,FRT LEE,FORT LEE
33830.salary,550u00,55000
35802.state,DM,MD
21323.gender,wF,F
44584.marriedexemp,***,0
9712.singleexemp,3i300,3300
17422.childexemp,s0,0
42170.fname,eJanick,Janick
49843.childexemp,,0
31137.gender,kF,F
43739.marriedexemp,,0
48007.fname,ahi,Zahi
24553.rate,.9,6.9
31489.phone,703-910,703-9190
20814.state,R,PR
20842.haschild,***,Y
19861.haschild,***,N
41363.state,R,AR
23692.state,AwL,AL
24762.gender,lF,F
36127.city,VSIALIA,VISALIA
28467.maritalstatus,,S
18224.maritalstatus,***,M
29866.marriedexemp,2450z0,24500
23352.phone,152-13n79,152-1379
34965.marriedexemp,2470,2740
47075.haschild,rN,N
42144.lname,Kemrarrec,Kermarrec
36318.rate,7.5,7.85
22441.lname,Pizani,Pinzani
14242.haschild,,N
18730.marriedexemp,22m0,220
30446.maritalstatus,***,S
13939.city,BEULAVILhLE,BEULAVILLE
42820.state,A,MA
40276.city,BREWICK,BERWICK
25306.state,R,AR
30853.haschild,nN,N
39877.maritalstatus,,M
11415.rate,3.9090795,3.9097095
23892.state,kVT,VT
3602.maritalstatus,***,M
43643.marriedexemp,y0,0
46515.gender,jF,F
28860.rate,4.379808,4.397808
48685.areacode,h401,401
37222.city,DOELL,ODELL
11330.maritalstatus,wS,S
37752.maritalstatus,vS,S
43820.gender,***,F
33267.childexemp,,0
25802.city,OISE,BOISE
3815.areacode,01,801
43963.salary,3000,35000
1978.state,SK,KS
33778.state,A,VA
2306.gender,,F
36427.rate,00,0.0
45099.state,DdC,DC
24977.fname,owen,Bowen
43762.maritalstatus,,M
41661.childexemp,***,0
5776.childexemp,03,103
27667.gender,lF,F
34294.childexemp,20q00,2000
29670.city,BIGELWO,BIGELOW
6092.state,KO,OK
10154.city,NEW PORTLADN,NEW PORTLAND
24630.fname,Lo,Leo
41957.haschild,,N
37107.city,STALEY,STANLEY
6479.singleexemp,000,1000
22074.state,sAL,AL
840.lname,Ruhonen,Ruohonen
14241.singleexemp,e0,0
40783.state,MoD,MD
26755.gender,,F
33422.lname,Sezna,Sezan
11361.areacode,2o13,213
10945.singleexemp,***,0
17642.city,BILXOI,BILOXI
6167.marriedexemp,0,80
54.rate,.7,1.7
47083.marriedexemp,20,220
23693.haschild,***,Y
22902.marriedexemp,a0,0
44872.singleexemp,v0,0
40458.marriedexemp,22z0,220
434.childexemp,1000***,1000
49814.fname,Rehaneh,Reihaneh
41132.state,J,NJ
41576.salary,07000,70000
19543.zip,3a9556,39556
1942.maritalstatus,kS,S
37416.salary,5000***,5000
24643.rate,1.794708,1.7942708
7372.childexemp,,0
9762.childexemp,,0
42762.childexemp,r0,0
41270.singleexemp,***,0
39135.phone,3i14-9565,314-9565
22598.fname,Daihsiro,Daishiro
13110.lname,operczak,Koperczak
2570.lname,aTupikova,Tupikova
12610.state,RdI,RI
44341.phone,522-6946,252-6946
14678.childexemp,u1900,1900
46928.state,RA,AR
28220.lname,Luaitinen,Laitinen
11354.areacode,j360,360
43518.marriedexemp,20,220
49119.haschild,,Y
48329.lname,Mike,Miike
24013.childexemp,***,0
29805.city,BIOLXI,BILOXI
48473.marriedexemp,66j00,6600
44700.phone,301-111h9,301-1119
6692.childexemp,***,0
18706.gender,uM,M
28840.childexemp,***,0
47449.phone,792-47g75,792-4775
17560.state,DyC,DC
26441.zip,5714,57714
34785.city,BENNINGpTON,BENNINGTON
26109.gender,,F
8852.singleexemp,,0
45148.marriedexemp,200,2600
35305.maritalstatus,***,M
39142.marriedexemp,27k40,2740
29471.childexemp,n0,0
39090.state,DnC,DC
31975.singleexemp,,0
1092.singleexemp,275,2475
11311.gender,,M
15320.singleexemp,400,2400
33928.childexemp,t1000,1000
8754.marriedexemp,***,0
8956.state,CkO,CO
1874.marriedexemp,24500***,24500
16508.state,I,WI
24372.lname,Copans,Copas
6142.areacode,374,734
39526.singleexemp,***,0
26822.childexemp,***,0
20998.gender,pM,M
36434.gender,,F
44113.state,XT,TX
45294.rate,n7.0,7.0
31322.city,MANHCESTER,MANCHESTER
23146.singleexemp,10,110
21940.salary,950h00,95000
36565.state,C,DC
15554.singleexemp,y0,0
13796.phone,29w1-6095,291-6095
30941.fname,Rongyo,Rongyao
43439.city,BONDSVILE,BONDSVILLE
2132.state,oWI,WI
49809.singleexemp,w0,0
20739.city,oOVERGAARD,OVERGAARD
6157.city,WASHINTON,WASHINGTON
27879.salary,6000,60000
42974.singleexemp,y0,0
49121.haschild,vY,Y
48306.state,LA,AL
30192.state,oAL,AL
43679.state,uAL,AL
49909.childexemp,500,1500
37123.salary,05000,50000
24456.lname,aByarri,Bayarri
48972.haschild,,Y
43738.salary,40000***,40000
8458.marriedexemp,9000***,9000
16674.haschild,jY,Y
14693.marriedexemp,20,220
37735.singleexemp,,0
27588.salary,400d00,40000
32430.marriedexemp,740,2740
24344.lname,Sawaa,Sawada
6987.singleexemp,900***,900
15655.marriedexemp,g0,0
5362.state,tDC,DC
18263.rate,i6.0,6.0
3922.state,K,AK
16367.lname,Camlet,Calmet
43901.zip,5942,59462
45736.childexemp,***,0
46254.city,BOLTN,BOLTON
22070.gender,***,F
18324.rate,6.5731603,6.5736103
28849.gender,***,F
8166.lname,Ryick,Rick
6286.fname,eSouvik,Souvik
6931.city,ASLT LAKE CITY,SALT LAKE CITY
18554.state,C,DC
46922.marriedexemp,4500,24500
1768.phone,143-4181,413-4181
30180.salary,5p0000,50000
6651.state,CD,DC
44536.haschild,***,Y
40309.state,R,AR
24644.salary,600w00,60000
36871.fname,Risot,Risto
3672.marriedexemp,p0,0
8136.state,WpV,WV
26973.gender,cF,F
22985.phone,2235318,223-5318
14357.singleexemp,***,0
29471.city,BLECAMP,BELCAMP
5304.lname,Greenberjger,Greenberger
26118.gender,yF,F
20446.haschild,,N
31845.singleexemp,w0,0
13560.city,BOWlDON,BOWDON
20715.fname,Sajnya,Sanya
19753.city,BWIE,BOWIE
13138.marriedexemp,20,220
41994.marriedexemp,200,2080
38801.childexemp,e0,0
29276.singleexemp,100s0,1000
40162.maritalstatus,***,M
37446.singleexemp,***,0
49196.childexemp,,0
11201.city,fBLUFF,BLUFF
40518.childexemp,l3300,3300
44454.state,RO,OR
16965.state,nAR,AR
31860.city,BAES,BATES
6085.maritalstatus,uM,M
28098.childexemp,x0,0
33698.city,SOUT BURLINGTON,SOUTH BURLINGTON
20055.zip,8047,68047
49726.city,BYFIELD,BAYFIELD
2587.zip,j97620,97620
30155.rate,.0,7.0
13662.state,IH,HI
31009.city,SPRIvNGFIELD,SPRINGFIELD
38311.zip,4o2171,42171
11034.salary,90500,95000
6418.lname,Derin,Dervin
33508.phone,202-8765,220-8765
42959.gender,hF,F
902.haschild,,N
19332.singleexemp,***,0
30093.city,YDABURG,HYDABURG
43151.rate,5.5,5.75
5584.zip,t20045,20045
735.haschild,jN,N
28568.gender,uF,F
34819.childexemp,***,0
18742.state,AbL,AL
21142.city,BTHEL,BETHEL
17018.singleexemp,100,2100
3229.childexemp,,0
39549.singleexemp,***,0
36041.state,C,DC
46142.lname,Sssuwqa,Sssuwa
47839.salary,15000***,15000
49112.maritalstatus,,S
5156.childexemp,,0
34290.maritalstatus,jS,S
7343.haschild,aY,Y
14811.state,OyR,OR
35650.state,E,ME
37506.maritalstatus,***,S
26806.childexemp,***,0
37255.marriedexemp,24050,24500
10119.lname,Lxewart,Lewart
35980.childexemp,l0,0
12735.gender,zF,F
4026.salary,30000***,30000
45188.city,BELVIDERECENTER,BELVIDERE CENTER
13125.state,DgC,DC
48742.haschild,,Y
29910.state,TC,CT
10902.haschild,***,N
48090.lname,anella,Sanella
2193.childexemp,475,2475
44388.lname,Mendelsohun,Mendelsohn
32288.zip,5838o2,58382
27620.areacode,85,785
38893.childexemp,,0
36421.areacode,25,425
26198.phone,559-153w3,559-1533
49755.gender,,F
29414.fname,Mingui,Minghui
5859.state,GlA,GA
45780.gender,nF,F
25156.state,CD,DC
25118.marriedexemp,,0
34462.city,BAiYAMON,BAYAMON
18555.marriedexemp,***,0
21982.city,SMITHVILEL,SMITHVILLE
16075.city,BEAFUORT,BEAUFORT
29285.salary,70000***,70000
7674.state,HN,NH
25471.childexemp,h0,0
34434.gender,***,F
16183.childexemp,,0
26715.state,L,AL
49947.city,yBOUNTIFUL,BOUNTIFUL
38156.maritalstatus,tS,S
9173.city,BmILLINGS,BILLINGS
39859.childexemp,***,0
32769.gender,,F
6792.singleexemp,***,0
47071.lname,mbrosetti,Ambrosetti
24773.city,GARDEN CIYT,GARDEN CITY
40134.city,NORTH LS VEGAS,NORTH LAS VEGAS
29366.state,RA,AR
15363.salary,20000***,20000
37103.marriedexemp,q0,0
27834.singleexemp,0,20
44484.state,DmC,DC
40811.singleexemp,***,0
14446.state,R,AR
26045.marriedexemp,2000***,2000
49889.marriedexemp,***,0
34620.lname,Rangaanth,Ranganath
10350.phone,837-655,837-6555
42056.state,KA,AK
33255.rate,.93,9.3
26636.phone,995-729,995-7429
5971.state,O,CO
32064.gender,dM,M
33055.childexemp,,0
48760.singleexemp,***,0
39911.marriedexemp,8100,1800
4105.childexemp,,0
19873.phone,436-1742,436-7142
46798.gender,,F
14489.maritalstatus,hS,S
23788.zip,7063,71063
18718.areacode,993,939
5381.lname,Thiesn,Thisen
10508.state,C,DC
16984.marriedexemp,20,220
45744.fname,Abblas,Abbas
2602.areacode,30j4,304
30485.gender,,F
30756.childexemp,***,0
24159.areacode,y512,512
40631.city,OSQUE,BOSQUE
40974.state,C,DC
4101.singleexemp,***,0
19694.state,S,KS
417.gender,***,F
27874.fname,Hyeofkman,Hyeokman
15664.gender,,F
5660.haschild,iY,Y
3902.state,ZA,AZ
8730.gender,***,F
16892.gender,,F
785.gender,,M
23205.city,BEAEVR CROSSING,BEAVER CROSSING
18960.salary,54000,45000
36363.childexemp,5100,1500
15647.marriedexemp,2704,2740
46200.gender,,F
37668.salary,v20000,20000
36598.lname,iPctet,Pictet
22517.areacode,681,618
15688.salary,9000z0,90000
19530.salary,5000,50000
5387.city,RxAYNHAM,RAYNHAM
39995.rate,.0,0.0
24909.fname,Frangcisco,Francisco
49273.zip,4654,84654
16510.singleexemp,b0,0
39725.zip,87h510,87510
38290.singleexemp,***,0
35192.city,COLUMkBIA,COLUMBIA
48745.zip,a16151,16151
9000.city,PRESzTON,PRESTON
11272.marriedexemp,j0,0
48882.state,tMS,MS
37876.childexemp,***,0
42380.salary,1000,10000
41225.singleexemp,a0,0
8577.gender,***,F
10627.marriedexemp,,0
6834.state,RA,AR
46118.city,MONTANqA MINES,MONTANA MINES
39933.areacode,854,845
38914.areacode,41,541
24614.rate,.0,6.0
10031.salary,5000,25000
5958.phone,684-829,684-9829
6604.marriedexemp,24500***,24500
36572.rate,00.,0.0
33747.singleexemp,a0,0
11373.gender,yF,F
28434.state,yOK,OK
21200.state,C,DC
8078.childexemp,***,0
21757.areacode,630,603
35590.areacode,9u47,947
31219.singleexemp,,0
28824.state,R,AR
17843.state,pDC,DC
3559.childexemp,300,3300
41656.haschild,,Y
33513.city,BERvRYVILLE,BERRYVILLE
39069.city,BANCHARD,BLANCHARD
7132.gender,,F
35049.city,BIGHONR,BIGHORN
31929.state,J,NJ
8852.salary,20c000,20000
8131.maritalstatus,,M
29161.state,AsK,AK
20016.areacode,86v3,863
49912.lname,Rajamoy,Rajamony
40729.gender,***,F
4834.city,MORRO BAhY,MORRO BAY
12762.state,N,IN
42452.childexemp,,0
24154.fname,Masakzu,Masakazu
16091.city,RNCHOS DE TAOS,RANCHOS DE TAOS
28161.salary,5t5000,55000
27579.areacode,197,917
13065.state,IR,RI
30824.gender,***,F
17657.lname,Emyden,Emden
35357.state,C,NC
21495.marriedexemp,300n0,3000
8390.rate,0.t0,0.0
49690.zip,878l31,87831
41724.city,RGOERS,ROGERS
45685.haschild,rN,N
26063.city,HCANDLER,CHANDLER
42597.fname,aNotake,Naotake
34125.state,KA,AK
36526.fname,Dimna,Dima
16402.rate,5.4889t12,5.488912
23437.marriedexemp,0300,3000
6057.singleexemp,***,0
28314.areacode,7h70,770
35784.salary,8s5000,85000
2263.lname,qDriggers,Driggers
3486.phone,789-960,789-9640
29537.state,DS,SD
43156.gender,***,F
2713.lname,Thiia,Thiria
45469.marriedexemp,20,220
25947.city,HRDY,HARDY
33324.city,BELLEVUkE,BELLEVUE
34710.maritalstatus,xS,S
36285.fname,Piebre,Piere
16152.areacode,54,504
48573.haschild,gN,N
38545.haschild,iN,N
30830.childexemp,h0,0
25681.singleexemp,***,0
38747.singleexemp,,0
28570.rate,.575,5.75
4431.lname,oBtman,Botman
17107.areacode,5x17,517
27969.salary,4y0000,40000
32060.marriedexemp,g0,0
25928.singleexemp,***,0
46971.gender,,F
14283.childexemp,***,0
39759.singleexemp,,0
16651.salary,950f00,95000
13692.rate,l3.4,3.4
47002.fname,Trudxton,Truxton
18716.haschild,***,Y
47424.marriedexemp,q0,0
7108.fname,azli,Fazli
36004.rate,d7.7255244,7.7255244
47089.rate,17,1.7
17202.childexemp,,0
17895.gender,***,F
43181.childexemp,***,0
37669.childexemp,***,0
41193.haschild,,N
26990.singleexemp,m0,0
42024.city,BONDUzRANT,BONDURANT
30226.state,C,DC
15551.maritalstatus,yS,S
46451.childexemp,w0,0
19584.phone,302-6569,302-6596
26869.salary,70000***,70000
37248.state,C,DC
46061.singleexemp,v0,0
15227.marriedexemp,***,0
30572.areacode,5a41,541
49981.city,BINGHAM LAzKE,BINGHAM LAKE
25028.haschild,***,N
37982.salary,7500,75000
27701.zip,30547,30457
20619.childexemp,***,0
26300.state,R,AR
24124.childexemp,***,0
19710.fname,nderjit,Inderjit
5442.state,DqC,DC
30376.zip,6663,56663
31988.marriedexemp,***,0
21928.fname,Xihzong,Xizhong
26864.salary,05000,50000
27595.city,PIRNCETON,PRINCETON
13239.city,OISE,BOISE
41730.areacode,497,479
35595.city,ETHESDA,BETHESDA
21562.marriedexemp,270,2740
37492.areacode,550,505
41339.marriedexemp,000,3000
48041.marriedexemp,2r20,220
47741.childexemp,1m03,103
35937.fname,Jarertt,Jarrett
46879.state,C,DC
48810.city,MANTCHIE,MANTACHIE
21662.maritalstatus,qS,S
4489.singleexemp,***,0
41311.maritalstatus,,S
33594.fname,Garimelal,Garimella
24720.state,RA,AR
23778.state,CD,DC
35432.rate,.25,6.25
20887.salary,07000,70000
28946.state,C,DC
23475.state,R,AR
39865.city,BALCK HAWK,BLACK HAWK
4993.marriedexemp,***,0
41110.state,KA,AK
26146.marriedexemp,200,4200
196.salary,5000,95000
39513.state,R,AR
45213.lname,Caimpi,Ciampi
33169.fname,Ladislazs,Ladislas
38598.areacode,44,484
46980.fname,Ahwni,Ahwin
49020.city,BOLEnS,BOLES
24507.rate,5.48912,5.488912
17262.rate,00.,0.0
46203.gender,***,F
32533.marriedexemp,q0,0
46812.lname,Niessner***,Niessner
11207.singleexemp,,0
20110.state,McA,MA
39870.phone,77e5-5541,775-5541
19973.haschild,vN,N
19255.fname,Tilamn,Tilman
40262.city,BIMRINGHAM,BIRMINGHAM
16006.maritalstatus,lS,S
44721.rate,.25,6.25
29043.gender,***,F
40685.marriedexemp,300p0,3000
3549.haschild,,N
42118.city,GREENWfOOD,GREENWOOD
32768.city,BOISwE,BOISE
11290.phone,89-41248,894-1248
15060.phone,32l9-2539,329-2539
19892.zip,03464,30464
46005.singleexemp,,0
6219.fname,Ejtta,Etta
12228.marriedexemp,2400,24500
15246.gender,jF,F
15325.city,BONNRE,BONNER
36750.areacode,6t05,605
33648.singleexemp,4275,2475
46014.zip,59475,59457
32476.haschild,***,N
6127.fname,Knristinn,Kristinn
18353.gender,***,F
27698.state,CD,DC
42373.maritalstatus,wS,S
14443.maritalstatus,***,M
17524.maritalstatus,,S
4048.gender,cF,F
47408.lname,erlich,Gerlich
38544.childexemp,y0,0
2405.marriedexemp,o0,0
46557.fname,kSouvik,Souvik
42760.singleexemp,p0,0
6509.marriedexemp,w0,0
37791.lname,Raschiua,Raschia
18748.marriedexemp,***,0
11543.singleexemp,***,0
18841.marriedexemp,240,2740
2114.state,CD,DC
39846.areacode,081,801
17559.fname,Shaowhen,Shaowen
24406.state,C,DC
12423.lname,Rnous,Renous
1041.singleexemp,***,0
25906.gender,uF,F
3701.childexemp,q1000,1000
18250.rate,00,0.0
18824.state,CD,DC
30089.childexemp,,0
23527.childexemp,3300***,3300
9331.city,BELvK,BELK
12802.singleexemp,,0
15871.salary,7000,70000
33548.gender,***,F
37646.state,LA,AL
46494.state,TM,MT
38144.areacode,810,801
48329.city,OAKV ALE,OAK VALE
985.childexemp,***,0
40542.gender,vF,F
15169.city,FAIRORT,FAIRPORT
34962.areacode,01,401
26900.childexemp,***,0
37536.marriedexemp,2k740,2740
4952.singleexemp,,0
44758.lname,Lihcnewsky,Lichnewsky
27081.state,AhL,AL
21439.childexemp,n0,0
15934.maritalstatus,,M
17772.salary,6500,65000
2845.phone,455-8301,455-8310
34830.gender,vF,F
11207.marriedexemp,300,3000
25594.state,A,CA
2120.marriedexemp,z0,0
22918.rate,6.886365,6.8863635
1649.zip,24691,24619
28528.marriedexemp,c0,0
22490.singleexemp,3f300,3300
37318.marriedexemp,2000***,2000
19175.rate,78.,7.8
9699.areacode,80l4,804
46334.marriedexemp,2w20,220
29673.gender,,F
34833.city,BuORUP,BORUP
32400.state,CD,DC
21452.lname,Brainedr,Brainerd
46378.maritalstatus,,M
30810.gender,***,F
42838.singleexemp,***,0
23399.salary,70000***,70000
45100.marriedexemp,27m40,2740
24268.phone,721-6173,271-6173
27024.areacode,80v1,801
35207.state,nAK,AK
25759.gender,***,F
38178.gender,***,F
15468.lname,Belleghetm,Belleghem
7822.salary,5000***,5000
42375.singleexemp,,0
12598.haschild,,N
38575.singleexemp,t0,0
8763.salary,65f000,65000
10417.lname,uRocco,Ruocco
18035.childexemp,***,0
16046.marriedexemp,20,220
16432.childexemp,b0,0
2284.state,IH,HI
41440.lname,Loroho,Lorho
21718.singleexemp,0,20
18263.areacode,60,660
45697.state,kID,ID
8532.marriedexemp,s220,220
33971.childexemp,***,0
2892.salary,0000,90000
3174.childexemp,y0,0
24797.fname,Kzufumi,Kazufumi
11618.city,AGENER,WAGENER
18514.city,pBEECHER FALLS,BEECHER FALLS
41737.singleexemp,***,0
1654.city,STEWARTSVLLE,STEWARTSVILLE
25565.childexemp,f0,0
30029.singleexemp,***,0
37731.childexemp,***,0
33529.zip,93145,39145
