621.zip,76908,76098
16102.city,ALRAMIE,LARAMIE
5176.haschild,***,N
12569.city,BLUE SRINGS,BLUE SPRINGS
5523.gender,,F
12826.haschild,***,N
8091.zip,44201,44210
16232.fname,Shaahf,Shahaf
19067.gender,eF,F
6474.maritalstatus,lM,M
10126.singleexemp,r0,0
1098.fname,Tatsiue,Tatsuie
1836.marriedexemp,***,0
90.fname,Spouji,Souji
10287.city,MOOSpE,MOOSE
5619.city,SOLON SPRINS,SOLON SPRINGS
18419.fname,hristopher,Christopher
15805.haschild,pN,N
11733.childexemp,,0
16959.city,CAqRPENTER,CARPENTER
1007.areacode,9c07,907
14770.fname,Junhho,Junho
19144.marriedexemp,3v18,318
7847.marriedexemp,450t0,4500
9570.singleexemp,***,0
18837.singleexemp,***,0
10510.childexemp,,0
17733.zip,3738,33738
19747.salary,50000***,50000
1363.state,T,CT
12374.childexemp,,0
8228.state,ImL,IL
5165.marriedexemp,,0
15530.childexemp,c900,900
746.zip,3s1033,31033
14898.childexemp,***,0
14200.state,DeC,DC
10396.state,TC,CT
4137.marriedexemp,t0,0
3486.gender,aM,M
18842.state,nNM,NM
1353.gender,,F
12285.rate,4.303183,4.330183
8181.city,BURR HIqLL,BURR HILL
7509.fname,Bisvwanath,Biswanath
19654.childexemp,z0,0
1104.haschild,***,Y
9517.gender,kM,M
19024.phone,57-3334,657-3334
17105.singleexemp,,0
15286.salary,5l5000,55000
13947.state,CdO,CO
14446.city,NORTH LITTLE ROCK***,NORTH LITTLE ROCK
18937.singleexemp,d0,0
2186.salary,6000,65000
9732.city,ECIL,CECIL
15962.childexemp,,0
3782.salary,40000***,40000
11298.state,OC,CO
19488.city,MEMPHSI,MEMPHIS
16776.gender,zM,M
16705.singleexemp,***,0
10638.state,CD,DC
18117.salary,4000,45000
18509.fname,Odjdvar,Oddvar
15829.salary,9000,90000
504.lname,Razke,Razek
723.areacode,07,707
9901.state,ZA,AZ
8963.rate,.0,5.0
805.phone,215-4g373,215-4373
8488.areacode,987,978
17771.haschild,***,Y
1725.maritalstatus,***,M
12580.gender,rF,F
2605.areacode,5h18,518
1124.haschild,rY,Y
8813.state,DM,MD
14710.zip,9116,99116
11207.gender,xM,M
19667.fname,Yupli,Yuli
8758.childexemp,,0
12575.areacode,230,203
7026.maritalstatus,,M
18008.phone,96-88470,968-8470
16421.gender,vF,F
16720.childexemp,x0,0
11531.lname,Loua,Louka
2777.marriedexemp,,0
8125.state,TC,CT
2757.childexemp,1d300,1300
4498.childexemp,,0
18162.salary,70000***,70000
356.state,SyC,SC
11200.city,ATANO,CATANO
6526.state,C,DC
8950.gender,,F
18641.childexemp,,0
18054.phone,15-5438,175-5438
2160.haschild,zN,N
7368.salary,6500q0,65000
2134.childexemp,19b00,1900
18583.city,TONGANOXEI,TONGANOXIE
7963.phone,376-8421,376-8412
12947.city,BORPU,BORUP
11078.marriedexemp,2i4500,24500
16879.gender,tM,M
13123.marriedexemp,k0,0
2810.phone,091-6677,901-6677
6783.city,YLINDER,CYLINDER
13145.marriedexemp,,0
17358.gender,,F
12147.haschild,***,N
7879.marriedexemp,2400,4200
7469.lname,Rievro,Rivero
3123.maritalstatus,,S
17590.gender,qF,F
5496.rate,.0,0.0
14075.gender,,M
15219.gender,,F
12861.singleexemp,g0,0
2138.maritalstatus,***,M
19918.singleexemp,***,0
11221.state,cAZ,AZ
13238.city,CAUFLIELD,CAULFIELD
3544.fname,Teurhiro,Teruhiro
19447.state,CuT,CT
13595.marriedexemp,4050,4500
17364.phone,4381856,438-1856
16641.salary,1000,10000
10585.state,WcV,WV
10368.singleexemp,,0
8984.areacode,410,401
18924.childexemp,,0
4367.areacode,n906,906
19349.marriedexemp,***,0
8174.salary,3000,30000
16105.singleexemp,100,1000
6916.zip,8820,88120
10656.singleexemp,s0,0
5031.city,BUHANAN,BUCHANAN
17366.marriedexemp,000,4000
18526.state,AxZ,AZ
7778.gender,***,F
8655.fname,Saantha,Samantha
16486.childexemp,0100,1000
6271.haschild,,N
1407.zip,0104,80104
16926.areacode,917,971
8319.singleexemp,f0,0
8994.childexemp,x0,0
8436.zip,g14208,14208
16538.lname,Colommbet,Colombet
5666.areacode,641,614
6615.fname,Fmuihiko,Fumihiko
9408.phone,72-9689,272-9689
6190.state,wAR,AR
6683.salary,3e5000,35000
17141.fname,Enno***,Enno
13758.maritalstatus,,S
3115.childexemp,***,0
15168.zip,10457,10547
17352.marriedexemp,,0
5908.gender,***,M
14572.state,cAR,AR
16750.areacode,75,785
2123.phone,714-254,714-8254
3640.maritalstatus,***,S
579.city,MONTANA MIES,MONTANA MINES
15955.lname,olf,Wolf
8681.singleexemp,100,1000
16319.salary,80000***,80000
5914.fname,Kaizzhi,Kaizhi
18841.state,C,DC
4371.gender,***,F
13103.marriedexemp,***,0
19538.gender,,M
16793.city,LAMAdR,LAMAR
11904.rate,m5.0,5.0
9518.marriedexemp,,0
14920.singleexemp,100,1000
18952.rate,.0,0.0
18470.areacode,320,302
13957.haschild,***,Y
17690.childexemp,***,0
3089.childexemp,,0
8694.salary,25000***,25000
11481.marriedexemp,4590,4950
6655.city,rBOISE,BOISE
3678.areacode,41r7,417
12466.marriedexemp,4200***,4200
16902.gender,,F
12867.fname,ilorad,Milorad
19146.fname,Savkari,Sakari
5958.haschild,***,N
10124.phone,49-7561,749-7561
4859.maritalstatus,kS,S
17325.state,CD,DC
12348.childexemp,,0
10922.childexemp,,0
6995.city,CASCADE LCOKS,CASCADE LOCKS
15365.rate,k0.0,0.0
10072.state,rDC,DC
17315.city,CASjPER,CASPER
2555.state,RO,OR
5899.zip,53201,53021
17798.salary,35000***,35000
13862.lname,Odgawa,Ogawa
5429.marriedexemp,42n00,4200
5860.city,FORT SMIH,FORT SMITH
11677.state,T,CT
5642.rate,d4.109693,4.109693
7697.salary,15000***,15000
11716.fname,Yulju,Yulu
17422.salary,p50000,50000
6795.state,CD,DC
6586.fname,Ariano,Adriano
9630.singleexemp,y0,0
9543.areacode,w641,641
4496.city,PORTI SABEL,PORT ISABEL
9189.state,ZA,AZ
2965.areacode,68,678
2206.phone,390-802,390-8402
3600.lname,Heners,Henders
12275.singleexemp,140,1040
5128.singleexemp,,0
5891.childexemp,,0
1726.city,LIEMRICK,LIMERICK
6920.areacode,69,269
11160.lname,pCromarty,Cromarty
11405.phone,470-7718,470-7781
19494.marriedexemp,66s00,6600
8512.fname,Harivnder,Harvinder
18616.city,WHITETOHRN,WHITETHORN
10734.haschild,,Y
3430.singleexemp,,0
7491.childexemp,330,3300
9472.singleexemp,b0,0
6855.gender,***,F
7109.marriedexemp,600,6600
19277.singleexemp,b0,0
17209.childexemp,2205,2250
17059.fname,as,Mas
10403.rate,3t.2227273,3.2227273
2592.phone,157-q8582,157-8582
11492.marriedexemp,k0,0
18936.gender,,F
18217.phone,564m-4858,564-4858
19107.maritalstatus,,M
6830.phone,872-7d656,872-7656
13851.gender,hF,F
10834.state,cAZ,AZ
10122.lname,Barnsky,Baransky
19243.fname,Arunabuha,Arunabha
10646.singleexemp,x0,0
4903.gender,,F
8083.lname,Ralyside,Rayside
6971.singleexemp,0,20
17193.phone,109-q3992,109-3992
18094.lname,Adnreassen,Andreassen
1794.areacode,606,660
9268.childexemp,330g0,3300
16053.state,CD,DC
15825.childexemp,3f300,3300
1027.childexemp,***,0
19989.areacode,16,716
3836.state,DcC,DC
8122.rate,.3,5.3
2206.salary,3000,30000
14753.zip,59322***,59322
18365.state,OC,CO
6310.haschild,kY,Y
11910.singleexemp,,0
1344.state,xCT,CT
16010.childexemp,***,0
18328.city,WATERFLOwW,WATERFLOW
5043.city,CaARRINGTON,CARRINGTON
16696.childexemp,***,0
12515.singleexemp,i0,0
17133.state,cDC,DC
1003.zip,52794,52749
17639.marriedexemp,04,40
10373.phone,2y03-5889,203-5889
3802.gender,oM,M
11182.zip,89245,89425
1722.gender,nM,M
12477.state,ZA,AZ
8162.childexemp,2x250,2250
7065.state,aNE,NE
4870.city,CbAGUAS,CAGUAS
12500.childexemp,s0,0
19106.state,sOH,OH
16663.singleexemp,,0
397.phone,158-6960,158-6906
18851.maritalstatus,***,S
3708.areacode,420,402
12964.haschild,,N
1041.childexemp,,0
1082.phone,934-401q7,934-4017
9994.rate,90.,9.0
18532.state,Z,AZ
11852.childexemp,,0
11438.areacode,410,401
6573.childexemp,,0
11723.rate,0t.0,0.0
7677.state,ZA,AZ
6481.haschild,nY,Y
15218.gender,***,F
17459.phone,438-16u16,438-1616
1222.childexemp,***,0
2391.zip,139,1139
19776.marriedexemp,,0
19137.marriedexemp,42r00,4200
12909.lname,Zergoual,Zeroual
3683.gender,uF,F
11787.phone,37-6895,937-6895
1249.singleexemp,p0,0
10635.areacode,t915,915
16653.haschild,***,Y
10388.gender,xF,F
16839.areacode,98t0,980
665.haschild,***,Y
10193.state,CD,DC
10259.state,O,CO
1119.marriedexemp,600,6600
5100.areacode,71,731
9677.marriedexemp,800,3800
13748.childexemp,,0
10065.zip,07591,70591
16784.state,CbT,CT
12249.state,aAZ,AZ
12415.haschild,oN,N
2446.gender,iF,F
7067.rate,7p.0,7.0
11507.city,ROLETE,ROLETTE
6966.maritalstatus,,S
2564.state,C,DC
291.singleexemp,300,3300
5086.gender,eM,M
9252.zip,870x60,87060
6655.fname,Diam,Dima
15621.phone,d608-4667,608-4667
2037.city,UTIoCA,UTICA
9190.phone,91h8-3740,918-3740
8241.city,HOUTON,HOUSTON
14676.areacode,81h2,812
16310.rate,5.o75,5.75
14198.city,BRUEC,BRUCE
16456.gender,xM,M
8942.singleexemp,,0
18408.haschild,,Y
8133.phone,38b9-5477,389-5477
12627.city,WESsTBOROUGH,WESTBOROUGH
10468.state,C,DC
13440.zip,1d9717,19717
17680.maritalstatus,***,S
6637.salary,80000***,80000
4349.lname,Dazbdub,Dabdub
18217.maritalstatus,,S
15719.gender,***,F
16148.childexemp,2520,2250
13222.state,AC,CA
6399.areacode,98v9,989
8901.city,BIOSE,BOISE
14763.childexemp,u0,0
3205.phone,34-8887,344-8887
18510.state,O,CO
18541.city,zCARLSTADT,CARLSTADT
1303.phone,3v18-5656,318-5656
16059.childexemp,000,1000
659.salary,d70000,70000
17643.state,J,NJ
10411.singleexemp,e0,0
6335.state,fCT,CT
8400.state,X,TX
10414.salary,3o5000,35000
14007.marriedexemp,***,0
10825.singleexemp,140,1040
18848.state,AM,MA
7854.singleexemp,***,0
11515.gender,***,F
14987.childexemp,,0
17348.city,MOA,MORA
2740.haschild,***,N
11797.zip,038,5038
19938.singleexemp,300,3300
8427.singleexemp,100,1040
4315.state,kDC,DC
17153.singleexemp,0,20
12114.marriedexemp,n0,0
6346.haschild,***,Y
7159.city,NEW WETON,NEW WESTON
15454.singleexemp,,0
10538.maritalstatus,,M
5313.childexemp,***,0
14207.state,TC,CT
11902.gender,,F
18491.city,BESSaEMER,BESSEMER
8594.singleexemp,,0
7876.city,BONDRUANT,BONDURANT
17702.gender,***,F
16990.city,CtAYEY,CAYEY
18955.city,ENTER STRAFFORD,CENTER STRAFFORD
10323.fname,Wnan,Wan
11527.city,BRIGHTWfOOD,BRIGHTWOOD
15491.salary,10000***,10000
17869.childexemp,***,0
3512.state,N,IN
15153.phone,4k86-1458,486-1458
9486.marriedexemp,2600***,2600
2198.phone,191-4688,191-4868
18642.gender,***,F
12120.areacode,05,505
17246.fname,Soheli,Soheil
2917.lname,aZmboni,Zamboni
10642.state,CD,DC
16367.city,SCHOOLEYS MOUNATIN,SCHOOLEYS MOUNTAIN
13238.childexemp,200,1200
15377.haschild,***,N
4990.city,HNDERSON,HENDERSON
4443.city,HAMITLON,HAMILTON
9757.city,UBFORD,BUFORD
3879.state,CwT,CT
12783.gender,mM,M
15507.lname,Ullmnn,Ullmann
2559.gender,,M
1716.singleexemp,,0
16371.city,CEDAR ITY,CEDAR CITY
10738.state,RA,AR
15592.state,ZA,AZ
4039.salary,1n0000,10000
4734.state,lDC,DC
4715.state,OC,CO
4513.areacode,08,308
4287.marriedexemp,,0
6055.singleexemp,,0
13694.areacode,59,859
4647.state,CbT,CT
11229.lname,Koellre,Koeller
9526.lname,Hakonne,Hakonen
15552.gender,hF,F
16163.childexemp,***,0
10342.zip,21160,21106
18528.state,DI,ID
6137.singleexemp,r0,0
10488.gender,,F
350.marriedexemp,,0
10091.gender,***,F
12208.city,CARSONC ITY,CARSON CITY
1802.state,LI,IL
9997.marriedexemp,***,0
1501.haschild,***,N
8032.maritalstatus,aS,S
1412.haschild,***,Y
17207.childexemp,,0
16269.state,iAZ,AZ
17534.areacode,027,207
8178.areacode,188,818
6477.childexemp,x0,0
5731.lname,zCabarrus,Cabarrus
5963.marriedexemp,8300,3800
11629.fname,pSidi,Sidi
3147.state,T,CT
1176.fname,Mosus,Moss
14198.salary,70000***,70000
16406.state,JN,NJ
19259.rate,2.567167i5,2.5671675
2309.lname,Stanfill***,Stanfill
5032.childexemp,,0
10669.singleexemp,z0,0
17037.childexemp,v0,0
14362.city,ARwKANSAS CITY,ARKANSAS CITY
14855.city,CARSON CIY,CARSON CITY
9675.gender,***,M
15051.fname,Lamtot,Lamott
13631.lname,Krap,Karp
5039.singleexemp,***,0
5662.state,CD,DC
7472.marriedexemp,,0
12730.phone,578-9v530,578-9530
9762.city,WEST KINGSOTN,WEST KINGSTON
1938.singleexemp,355,3575
17535.zip,5210,52310
9595.zip,85222,58222
16773.marriedexemp,,0
19308.marriedexemp,c318,318
9922.state,wAZ,AZ
9597.city,RAYNESORD,RAYNESFORD
7827.childexemp,y0,0
16680.salary,45000***,45000
347.salary,3500,35000
12685.state,Z,AZ
13960.city,BLACSBURG,BLACKSBURG
12336.gender,***,F
14685.state,AM,MA
7883.singleexemp,g0,0
19214.gender,***,F
19048.lname,Peplz,Pelz
15718.gender,mF,F
9640.salary,5000,35000
17064.lname,Borglet,Borgelt
853.childexemp,,0
9451.areacode,2b51,251
10320.fname,Fakl,Falk
16789.gender,***,F
5972.city,TVIERTON,TIVERTON
18875.singleexemp,***,0
11503.lname,Lapmen,Lampen
10331.fname,Cady,Candy
12345.fname,Xijulin,Xiulin
17560.state,DuC,DC
18209.haschild,,N
12795.areacode,27s6,276
4179.fname,Claudis,Claudius
17420.marriedexemp,500,4500
14879.salary,10000,100000
9145.marriedexemp,202,220
11686.city,EAST ORsANGE,EAST ORANGE
15624.zip,43281,43218
18414.salary,5000,15000
17385.singleexemp,o0,0
13000.gender,fF,F
17112.gender,,F
13761.gender,,F
304.state,T,MT
4351.state,E,NE
13580.gender,,F
18409.city,BROOIKNGS,BROOKINGS
5627.marriedexemp,220***,220
15661.haschild,qY,Y
17118.singleexemp,2q000,2000
10730.salary,5000,75000
10389.rate,.07,3.07
9545.lname,Carstensten,Carstensen
14783.state,SK,KS
7402.city,BORDELONVILmLE,BORDELONVILLE
13632.phone,807-3013,807-3031
7789.haschild,bY,Y
6292.state,TC,CT
3764.lname,Gronwoski,Gronowski
18113.fname,Shigeici,Shigeichi
3345.zip,5476,35476
15824.childexemp,3100,1300
11399.haschild,***,N
6284.salary,2500j0,25000
10676.zip,a25422,25422
13409.gender,***,F
7111.singleexemp,225p0,2250
15677.city,EhLKO,ELKO
19185.marriedexemp,,0
1935.marriedexemp,,0
12924.salary,5000,95000
14650.gender,qF,F
5898.zip,5214,15214
6167.salary,8000k0,80000
1671.childexemp,***,0
7511.state,kCO,CO
19844.childexemp,c0,0
19175.maritalstatus,,S
6305.state,DpC,DC
16653.gender,rM,M
1777.phone,656-108,656-1108
20.singleexemp,,0
6084.state,mCT,CT
13394.gender,***,F
6762.gender,***,F
13125.state,CD,DC
8481.salary,35l000,35000
17723.city,CAMBPELL,CAMPBELL
4036.lname,Delin,Devlin
16868.zip,8533,85383
6114.maritalstatus,qM,M
17868.singleexemp,19p00,1900
15345.fname,Vaylentin,Valentin
14547.childexemp,2457,2475
10236.lname,ySkas,Sykas
11803.gender,***,F
12661.state,UmT,UT
4656.marriedexemp,000,4000
213.salary,80000***,80000
3769.lname,Alipi,Alippi
14755.childexemp,***,0
94.phone,286k-5145,286-5145
17924.marriedexemp,600,2600
544.zip,4253,42653
13567.salary,5000,55000
6159.haschild,fY,Y
7029.city,MAPE PLAIN,MAPLE PLAIN
15351.singleexemp,a0,0
5145.fname,Jaieet,Jaijeet
16836.state,tAR,AR
11835.marriedexemp,***,0
9147.rate,6.4,6.84
7513.gender,,F
19030.salary,60000***,60000
17689.marriedexemp,38j00,3800
15261.rate,93,9.3
15341.maritalstatus,***,S
10895.phone,52-3117,952-3117
1767.singleexemp,***,0
8319.childexemp,,0
518.state,sAL,AL
19308.areacode,71,971
15397.zip,y5059,5059
13680.gender,,F
2048.lname,Wegelre,Wegerle
11452.state,zKY,KY
17460.fname,Kosrow,Khosrow
16832.state,D,ID
6148.city,BRONWING,BROWNING
16643.singleexemp,s0,0
1609.rate,8.2v5,8.25
15035.zip,4312,40312
1107.fname,Spachar,Sachar
17063.childexemp,,0
19294.salary,0000,20000
4182.city,ALEYVILLE,HALEYVILLE
11600.singleexemp,1004,1040
10151.zip,9431,98431
13861.singleexemp,j0,0
4446.zip,70p448,70448
19218.fname,Yuzhng,Yuzhong
15632.fname,Elenaor,Eleanor
8968.phone,564-856,564-8856
18021.state,AzZ,AZ
6759.maritalstatus,,M
3789.state,MnN,MN
9816.singleexemp,1000***,1000
4207.city,CHESETR,CHESTER
17814.state,CS,SC
2732.gender,***,F
4592.haschild,***,N
18390.marriedexemp,d0,0
9795.state,T,CT
9550.zip,5n9067,59067
5328.city,RCESTON,CRESTON
3219.childexemp,1n300,1300
5996.salary,2000g0,20000
8525.rate,7t.0,7.0
8421.haschild,oN,N
3966.gender,***,F
5171.salary,d15000,15000
2799.maritalstatus,,S
17742.state,CD,DC
14936.rate,i5.567322,5.567322
2194.marriedexemp,***,0
11945.singleexemp,2010,2100
13199.gender,,M
1877.zip,98q331,98331
6840.rate,b5.75,5.75
4443.areacode,81,781
16984.marriedexemp,22z0,220
8304.zip,3954,39754
8838.childexemp,,0
16678.singleexemp,100,1000
9106.childexemp,m40,40
14539.singleexemp,000,1000
15806.state,TC,CT
13926.state,DrC,DC
19697.city,BRUDEN,BURDEN
12872.state,T,CT
15539.maritalstatus,tM,M
8898.state,CgT,CT
4673.childexemp,z103,103
5461.haschild,***,N
19194.phone,7256789,725-6789
8554.singleexemp,***,0
15022.city,MORRISTONW,MORRISTOWN
16775.fname,Nalii,Nalini
19111.marriedexemp,400k0,4000
16160.city,OdKLAHOMA CITY,OKLAHOMA CITY
12972.childexemp,***,0
5428.areacode,452,425
9117.state,SK,KS
1230.gender,***,F
12819.rate,3.9079095,3.9097095
178.childexemp,***,0
15283.city,BOULDR,BOULDER
16046.marriedexemp,220***,220
5752.childexemp,,0
697.areacode,650,605
14950.maritalstatus,eS,S
3970.rate,00.,0.0
1122.childexemp,k0,0
19974.city,CMBERLAND,CUMBERLAND
2584.salary,35000***,35000
17938.childexemp,o0,0
18958.state,eDC,DC
2231.state,CD,DC
13516.lname,iAchinger,Aichinger
17319.gender,***,F
19194.marriedexemp,2470,2740
4599.marriedexemp,***,0
14857.singleexemp,1004,1040
5470.state,tUT,UT
7181.marriedexemp,,0
2673.maritalstatus,***,M
2529.lname,Brahco,Bracho
2649.salary,500,5000
8260.salary,00000,100000
3574.marriedexemp,220***,220
206.lname,Marskden,Marsden
6067.gender,rF,F
1603.fname,Cehristo,Christo
7702.marriedexemp,4905,4950
16242.city,ChATANO,CATANO
8594.marriedexemp,***,0
17937.phone,4339133,433-9133
17345.areacode,97y0,970
15154.singleexemp,,0
8782.city,BOWEI,BOWIE
10973.gender,***,F
3081.state,R,OR
19502.phone,94-2859,894-2859
5157.singleexemp,,0
11180.marriedexemp,d2740,2740
12798.childexemp,,0
18386.city,BETEL,BETHEL
4584.gender,,F
3782.marriedexemp,147,174
9204.gender,,F
18034.childexemp,***,0
2671.rate,.00,0.0
18528.city,ACRMEN,CARMEN
10556.state,I,HI
7596.fname,arel,Darel
13124.fname,LoAnna,LouAnna
13185.state,DpC,DC
12744.city,WASHnINGTON NAVY YARD,WASHINGTON NAVY YARD
14206.salary,3000,35000
14552.haschild,***,N
18352.childexemp,,0
8936.haschild,,Y
11685.singleexemp,000,1000
13183.phone,18-4611,158-4611
1350.phone,374-866p5,374-8665
19986.areacode,06,406
16964.fname,Fereidooxn,Fereidoon
1896.marriedexemp,750,7150
7516.childexemp,,0
5837.maritalstatus,tM,M
16040.state,TC,CT
9585.singleexemp,,0
7400.fname,Kennan***,Kennan
14095.state,zCA,CA
552.city,PWER,POWER
18183.state,O,CO
5002.childexemp,,0
16525.maritalstatus,***,M
885.city,AURObRA,AURORA
1869.haschild,,N
16671.fname,Dongcrhang,Dongchang
17240.phone,4995-623,499-5623
1696.gender,,M
19652.city,PARS,PARIS
17917.salary,5000***,5000
19680.singleexemp,,0
8915.childexemp,2000***,2000
14056.marriedexemp,147,174
8805.lname,Trammell***,Trammell
14583.marriedexemp,v2740,2740
19789.areacode,650,605
14596.childexemp,,0
11478.zip,82e190,82190
16454.state,O,CO
8554.areacode,75,775
12279.marriedexemp,f4500,4500
11199.salary,80000***,80000
16170.marriedexemp,1b2000,12000
4544.state,mTN,TN
16511.childexemp,***,0
5543.city,DOGLASVILLE,DOUGLASVILLE
18156.maritalstatus,vS,S
13194.singleexemp,300,3300
1846.maritalstatus,mM,M
18114.childexemp,***,0
5721.state,C,DC
15647.state,CD,DC
12392.salary,8500,85000
10184.state,VoA,VA
18773.state,lPR,PR
5409.singleexemp,02,20
2038.state,T,CT
15478.lname,Lichter,Lichtner
14468.state,O,CO
2622.maritalstatus,***,S
8231.city,CASER,CASPER
13374.gender,,F
566.childexemp,,0
9653.gender,***,M
13672.marriedexemp,240,2740
12216.phone,5657583,565-7583
18693.gender,***,M
8611.maritalstatus,sM,M
5988.rate,0g.0,0.0
1355.fname,nInes,Innes
7504.city,CATNO,CATANO
15945.fname,Calrisle,Carlisle
17599.marriedexemp,2b740,2740
5442.state,C,DC
19803.state,T,CT
2114.state,CD,DC
18307.city,BRADLEnY,BRADLEY
17837.salary,9000,90000
15595.childexemp,,0
17901.phone,7g60-5499,760-5499
13281.childexemp,***,0
10654.salary,5000,55000
1787.singleexemp,2100***,2100
18824.state,CD,DC
14297.city,ANoTIGO,ANTIGO
5542.state,Z,AZ
10756.haschild,***,Y
14534.haschild,,N
17279.areacode,65,765
9578.marriedexemp,4500,24500
8119.phone,796-6692,796-6629
7511.fname,Hiorhisa,Hirohisa
13114.rate,3.2222232,3.2222223
17419.city,CYAEY,CAYEY
12695.marriedexemp,400,4500
14722.state,AM,MA
17724.phone,286-9078,286-9708
13518.areacode,31h3,313
17877.salary,90000***,90000
13560.lname,Madelblit,Mandelblit
17694.phone,719-958,719-9958
13152.city,WOODSTOK,WOODSTOCK
5848.marriedexemp,4f500,4500
18053.city,BROOKSVILlLE,BROOKSVILLE
13167.state,C,DC
11156.singleexemp,r0,0
1177.city,ARCDIA,ARCADIA
15451.city,CENTRAL VILLGE,CENTRAL VILLAGE
1748.haschild,,N
6150.areacode,41c0,410
12984.childexemp,***,0
4674.fname,Gda,Gada
16455.childexemp,***,0
11084.state,DqC,DC
3108.city,CTANO,CATANO
940.state,A,VA
8157.zip,884a35,88435
12889.gender,***,F
19364.state,CnA,CA
526.haschild,***,N
17406.phone,194-314,194-3194
19879.state,DiC,DC
5492.singleexemp,y4500,4500
15333.salary,90000***,90000
16174.zip,283r0,2830
10912.rate,0l.0,0.0
17353.city,CARLOINA,CAROLINA
12283.childexemp,,0
7595.singleexemp,***,0
1990.areacode,24,224
7088.gender,***,F
16336.singleexemp,g0,0
16014.singleexemp,***,0
5803.marriedexemp,6600***,6600
9559.phone,473-471,473-4781
1034.phone,709-89i37,709-8937
5670.maritalstatus,oM,M
15828.singleexemp,,0
908.maritalstatus,,M
1757.lname,Nuori,Nori
4955.singleexemp,v12750,12750
13970.marriedexemp,2m20,220
2185.maritalstatus,bS,S
6487.marriedexemp,***,0
10935.city,CASUEY,CAUSEY
15291.city,MILBNK,MILBANK
17903.singleexemp,x0,0
3859.salary,15a000,15000
17595.maritalstatus,bM,M
2638.childexemp,,0
5516.childexemp,***,0
12839.marriedexemp,4m200,4200
16441.marriedexemp,18,318
3551.phone,42c4-1003,424-1003
14302.singleexemp,,0
5296.areacode,630,603
18550.gender,,F
12575.state,bCT,CT
19361.maritalstatus,,S
3528.haschild,,N
12159.state,C,DC
17960.state,DyC,DC
12118.marriedexemp,800,3800
12215.singleexemp,a0,0
6139.marriedexemp,4p0,40
7967.rate,.0,0.0
15872.state,N,MN
1567.rate,2.21s94002,2.2194002
14405.gender,vF,F
12904.state,O,CO
12896.singleexemp,***,0
18624.areacode,4k12,412
9566.marriedexemp,660,6600
11850.phone,746-276,746-6276
18829.gender,,F
18660.city,BIRMINGHM,BIRMINGHAM
16948.state,C,DC
17655.singleexemp,j0,0
11240.state,A,MA
11711.city,BOSIE,BOISE
10140.gender,***,F
3005.haschild,,Y
7376.childexemp,,0
16439.zip,6018x4,60184
16772.state,CsT,CT
11969.singleexemp,1d03,103
8393.maritalstatus,***,S
8688.marriedexemp,08,80
3691.fname,Sikka,Sirkka
739.state,TC,CT
744.zip,388n55,38855
3875.childexemp,900***,900
14952.gender,eM,M
514.city,DOUGASVILLE,DOUGLASVILLE
7277.areacode,47,407
1421.zip,92106,92160
19538.state,O,CO
