155701.fname,Shireli,Shirlei
26381.city,ALBUQUEQUE,ALBUQUERQUE
97853.state,D,ND
102250.salary,7000,70000
142810.maritalstatus,gM,M
118413.state,J,NJ
25675.marriedexemp,,0
194138.lname,Groadia,Goradia
103053.zip,f83110,83110
95685.state,rFL,FL
10093.phone,25-3042,205-3042
155634.city,ALUQUERQUE,ALBUQUERQUE
145515.marriedexemp,,0
114240.marriedexemp,***,0
185550.state,TU,UT
21883.city,LDRICH,ALDRICH
161040.city,HEML,HELM
190910.salary,10000,100000
117781.marriedexemp,***,0
104622.singleexemp,z0,0
166543.marriedexemp,2060,2600
195656.childexemp,240l0,2400
9949.state,K,AK
52241.marriedexemp,5700***,5700
102141.singleexemp,,0
113760.singleexemp,,0
41184.state,TC,CT
162790.areacode,31,931
130524.marriedexemp,,0
56234.marriedexemp,x0,0
96819.phone,52-2948,152-2948
137924.salary,t40000,40000
160177.marriedexemp,d0,0
192398.state,JN,NJ
172913.marriedexemp,r0,0
160236.childexemp,w0,0
183119.phone,363-1767,363-1677
23911.maritalstatus,vM,M
52167.lname,qDou,Dou
80218.state,KA,AK
13168.state,dDC,DC
153246.state,SK,KS
84321.singleexemp,5400,4500
58036.areacode,301,310
125938.salary,5000,95000
64399.childexemp,2300***,2300
155587.lname,Hapayengwi,Hapanyengwi
187723.fname,hXinyu,Xinyu
183884.state,J,NJ
107540.childexemp,***,0
79831.maritalstatus,tM,M
126557.state,T,UT
198234.singleexemp,300,3300
140463.phone,563-9778***,563-9778
123136.singleexemp,r0,0
83973.lname,eWedon,Weedon
114152.marriedexemp,***,0
184687.marriedexemp,a0,0
127393.maritalstatus,pM,M
35835.city,ALBUQUjERQUE,ALBUQUERQUE
41000.state,KA,AK
46369.city,tALBUQUERQUE,ALBUQUERQUE
199299.marriedexemp,,0
10552.salary,0000,40000
175629.phone,864-7093,846-7093
180229.singleexemp,,0
175308.areacode,420,402
56169.maritalstatus,,S
68284.childexemp,***,0
1273.gender,***,F
97301.childexemp,k0,0
34954.childexemp,227,272
188180.areacode,54a1,541
142391.singleexemp,***,0
61804.childexemp,,0
158031.city,ALUQUERQUE,ALBUQUERQUE
126176.city,ABLUQUERQUE,ALBUQUERQUE
83525.marriedexemp,,0
193832.phone,449-2a205,449-2205
179760.rate,0.n0,0.0
89902.childexemp,1500***,1500
108632.city,ALBUQtUERQUE,ALBUQUERQUE
131140.gender,,M
116943.city,ALBUQUEQRUE,ALBUQUERQUE
27287.haschild,,Y
74206.state,yAK,AK
27140.childexemp,***,0
1982.state,C,DC
90352.gender,sM,M
180102.childexemp,***,0
20241.zip,4309,84309
76093.haschild,cY,Y
81916.fname,orge,Jorge
45712.areacode,67,617
9807.areacode,029,209
126819.singleexemp,,0
79924.city,ALEXANDRE,ALEXANDER
27545.maritalstatus,***,S
91359.city,cALBUQUERQUE,ALBUQUERQUE
149744.marriedexemp,200,6200
88504.gender,***,F
1335.gender,iF,F
41339.zip,3558,39558
77572.maritalstatus,jS,S
167312.areacode,344,434
107956.marriedexemp,a0,0
77025.marriedexemp,,0
118890.city,ALDEjR,ALDER
68230.rate,.625,6.25
56957.rate,.3,5.3
172942.gender,***,F
77885.rate,4.3,4.63
144271.childexemp,***,0
125301.gender,***,M
124029.childexemp,***,0
178732.lname,iVney,Viney
147410.city,ABLUQUERQUE,ALBUQUERQUE
81894.maritalstatus,rS,S
185370.maritalstatus,,S
136818.phone,19-9245,319-9245
99824.state,J,NJ
690.gender,,F
150299.lname,evatia,Nevatia
12894.singleexemp,280,2850
42315.city,OSyAGE,OSAGE
176593.lname,Bakhtfari,Bakhtari
14295.lname,Loryc,Lorcy
51577.childexemp,***,0
150537.areacode,037,307
11291.salary,0000,90000
51742.state,JN,NJ
123724.zip,87521,87512
22019.zip,83552,83525
130328.city,ALBvUQUERQUE,ALBUQUERQUE
186254.marriedexemp,j0,0
54469.maritalstatus,sS,S
120951.fname,Nahiko,Naohiko
182090.childexemp,,0
103072.state,S,KS
15763.marriedexemp,***,0
134113.fname,Prabuddah,Prabuddha
79819.state,NaJ,NJ
58864.gender,***,F
109542.salary,6000,60000
95506.city,LADEN,ALDEN
174271.childexemp,,0
37321.rate,00.,0.0
23989.singleexemp,900***,900
34873.city,GOxSHEN,GOSHEN
76254.gender,***,M
180897.city,yPRINCETON,PRINCETON
43435.childexemp,,0
132709.gender,***,F
25177.state,AhK,AK
130499.marriedexemp,e0,0
26289.city,WELLVSILLE,WELLSVILLE
191387.salary,50000***,50000
146618.haschild,aN,N
27483.state,K,AK
164388.childexemp,02,20
167348.phone,901-8399***,901-8399
157085.city,ALBUUERQUE,ALBUQUERQUE
172450.haschild,***,N
93076.state,JN,NJ
140769.lname,Wlif,Wilf
131447.fname,Peir,Peri
50079.areacode,229***,229
752.gender,,F
55654.state,J,NJ
25106.rate,b3.4,3.4
125487.singleexemp,2000***,2000
168898.gender,,F
115506.state,A,IA
33668.state,NiJ,NJ
34881.singleexemp,k0,0
743.gender,,F
150772.zip,6464,64654
124124.salary,35000***,35000
114535.rate,.0,6.0
183147.fname,Wenchag,Wenchang
167762.zip,96073,96703
50615.fname,Gagna,Gagan
162482.fname,Setve,Steve
170421.lname,Wessekamper,Wesselkamper
56611.fname,reta,Greta
149355.maritalstatus,,M
92818.haschild,***,N
164767.zip,4124,41254
31708.gender,yF,F
60167.gender,***,F
13148.singleexemp,n0,0
193879.areacode,450,405
143868.marriedexemp,***,0
82486.childexemp,***,0
183903.state,KA,AK
109021.childexemp,,0
115549.lname,lBustein,Blustein
154065.rate,s7.0,7.0
18193.gender,lF,F
186046.maritalstatus,***,S
142669.singleexemp,0,20
99729.rate,3s.9,3.9
88029.childexemp,3000***,3000
37644.haschild,xN,N
161583.rate,00.,0.0
150291.fname,avio,Savio
478.gender,,F
34381.fname,Djean,Dejan
108381.state,KA,AK
187687.fname,Xining,Xinying
116469.salary,8500,85000
556.gender,aF,F
88254.salary,20000***,20000
83888.salary,85m000,85000
492.gender,kF,F
153139.state,ZA,AZ
184176.fname,Winjand,Wijnand
14769.state,K,AK
108337.singleexemp,300,3300
194735.maritalstatus,***,M
1204.gender,***,F
36418.city,ALRDICH,ALDRICH
1384.gender,,F
191366.singleexemp,,0
1011.phone,818-337,818-6337
107342.marriedexemp,,0
41186.haschild,wN,N
181071.singleexemp,3300***,3300
58883.rate,6.2j5,6.25
84358.childexemp,i0,0
149285.phone,42-2414,428-2414
123708.marriedexemp,2000***,2000
70100.marriedexemp,,0
179695.salary,15000***,15000
171811.haschild,aN,N
189485.gender,fM,M
176249.marriedexemp,f0,0
48840.haschild,rY,Y
29455.singleexemp,***,0
189515.singleexemp,,0
1328.maritalstatus,,S
96109.salary,0000,30000
57281.state,JN,NJ
144959.salary,5000,85000
170744.state,NtJ,NJ
19924.childexemp,n0,0
158615.fname,Simsn,Simson
127571.gender,pM,M
96733.singleexemp,***,0
99247.state,LF,FL
88915.phone,682-6343,628-6343
7393.city,ARTHA,MARTHA
133953.marriedexemp,l0,0
105895.singleexemp,e0,0
14644.state,dNJ,NJ
132143.state,InL,IL
17912.marriedexemp,r0,0
136296.singleexemp,***,0
28273.zip,935,953
161121.fname,pSyrose,Spyrose
75839.zip,98559,98595
144776.state,J,NJ
138151.lname,Frederiksne,Frederiksen
42115.zip,3884,3848
123239.state,K,AK
90470.marriedexemp,,0
147755.city,BRADLYE,BRADLEY
156495.lname,iereck,Viereck
174993.state,dNJ,NJ
106596.state,RP,PR
76279.childexemp,***,0
36045.marriedexemp,,0
185897.state,DI,ID
154278.fname,Shezrri,Sherri
21645.city,TONGeANOXIE,TONGANOXIE
36108.haschild,mY,Y
116211.childexemp,,0
126247.childexemp,m0,0
190236.haschild,***,N
57437.zip,99591***,99591
112595.state,JN,NJ
120263.city,AHNA,HANA
166229.childexemp,030,300
182997.city,ALBUQUERxQUE,ALBUQUERQUE
103371.childexemp,0,40
71597.marriedexemp,***,0
57158.childexemp,8250,2850
72121.marriedexemp,,0
198107.gender,zF,F
29966.marriedexemp,3800***,3800
114056.state,K,AK
21268.state,NcJ,NJ
84098.childexemp,***,0
3036.fname,Aiqlin,Aiqin
22289.state,dAK,AK
135588.childexemp,m0,0
164302.city,MNAOKOTAK,MANOKOTAK
22074.fname,Bretn,Brent
431.gender,***,F
32341.childexemp,,0
144464.rate,3.70,3.07
50544.areacode,460,406
156051.lname,Shcurmann,Schurmann
188707.state,A,LA
185306.childexemp,330e0,3300
175173.fname,Tulloi,Tullio
15435.salary,9g0000,90000
119093.city,LFORENCE,FLORENCE
85808.areacode,310,301
82741.state,KA,AK
110891.singleexemp,10z00,1000
189025.lname,Ronseblatt,Rosneblatt
7105.maritalstatus,mM,M
184374.maritalstatus,,M
15763.phone,158-f3437,158-3437
134623.salary,10z000,10000
112058.areacode,713,731
4660.areacode,91f2,912
187367.state,gHI,HI
140239.singleexemp,***,0
14529.phone,89-6021,869-6021
158996.maritalstatus,,M
31769.haschild,eY,Y
91267.state,J,NJ
117665.city,VEGA BAAJ,VEGA BAJA
184345.gender,,M
74420.marriedexemp,,0
180550.marriedexemp,,0
83890.city,ALEDR,ALDER
185868.salary,50500,55000
153712.haschild,yY,Y
40151.state,dNJ,NJ
10353.childexemp,***,0
179194.rate,4.3881907,4.3881097
132008.city,MILsTON MILLS,MILTON MILLS
170254.haschild,vN,N
193826.singleexemp,,0
115077.singleexemp,t0,0
163330.city,MORAIVA,MORAVIA
176000.state,MvT,MT
178600.areacode,04,304
119108.marriedexemp,715b0,7150
69087.city,ALBbUQUERQUE,ALBUQUERQUE
42135.maritalstatus,***,M
115374.areacode,07,207
159404.gender,,F
73329.singleexemp,***,0
53664.city,LEX,ALEX
130433.singleexemp,***,0
91051.phone,381-358,381-3958
69318.gender,fF,F
10467.salary,53000,35000
24157.salary,25d000,25000
114466.haschild,qN,N
163571.state,JN,NJ
54666.fname,Gsli,Gisli
37797.marriedexemp,,0
148330.singleexemp,100,1000
38375.zip,30098***,30098
96515.state,lAK,AK
167284.state,KA,AK
145703.childexemp,,0
173995.singleexemp,10b00,1000
142338.singleexemp,,0
55936.areacode,641,614
9520.gender,***,F
175559.singleexemp,j0,0
6174.zip,80007***,80007
141882.city,ALBQUERQUE,ALBUQUERQUE
96197.maritalstatus,sS,S
29487.singleexemp,***,0
76433.phone,630-t4682,630-4682
187595.gender,***,F
195653.state,E,DE
116594.singleexemp,***,0
194642.state,K,OK
80551.zip,8955,18955
175463.state,AqK,AK
32850.haschild,***,Y
72663.marriedexemp,g40,40
143949.singleexemp,100,1040
58616.state,J,NJ
163271.singleexemp,r0,0
188264.maritalstatus,,M
60032.state,KA,AK
133966.salary,5000***,5000
174052.childexemp,,0
93330.childexemp,***,0
131662.city,cALDERSON,ALDERSON
27816.marriedexemp,,0
1320.gender,***,F
135313.lname,Bkraunmuller,Braunmuller
54400.haschild,***,Y
163006.zip,9065,59065
65216.rate,6.57,6.75
49026.state,dAK,AK
101845.marriedexemp,***,0
171671.maritalstatus,,S
68691.fname,Hunetr,Hunter
172647.areacode,b772,772
143520.phone,878-9001,878-9010
72205.phone,584-783,584-7823
131069.city,ALBUtQUERQUE,ALBUQUERQUE
110265.haschild,,N
917.gender,pF,F
47443.areacode,o603,603
10899.state,MoD,MD
51541.fname,Gavhriela,Gavriela
48066.city,AhLBUQUERQUE,ALBUQUERQUE
175845.marriedexemp,c0,0
717.state,wMI,MI
111691.fname,Meiinolf,Meinolf
161326.singleexemp,,0
122716.city,LCALDE,ALCALDE
3228.phone,804-b8760,804-8760
129655.city,MITON,MILTON
117674.city,LABUQUERQUE,ALBUQUERQUE
181228.rate,2.l537718,2.537718
190614.haschild,lN,N
1395.gender,bF,F
132644.zip,492e69,49269
133370.zip,286,2806
99713.maritalstatus,,M
182408.city,SAN UAN,SAN JUAN
127022.phone,78-98457,789-8457
50966.maritalstatus,,M
168239.haschild,nY,Y
105058.city,ALUBQUERQUE,ALBUQUERQUE
118790.zip,8862,98862
49503.lname,Mtaveev,Matveev
29489.childexemp,f0,0
21547.areacode,30t7,307
109785.state,K,AK
57283.state,J,NJ
185327.fname,Wlon,Won
67085.gender,,M
31615.marriedexemp,c0,0
139111.fname,Rgandolph,Randolph
55898.lname,Lvoengreen,Lovengreen
42152.fname,Eplida,Elpida
119939.singleexemp,***,0
175693.singleexemp,***,0
167583.marriedexemp,,0
120964.phone,5207-935,520-7935
184574.state,JN,NJ
67884.state,K,AK
54721.city,ADLER,ALDER
1278.gender,***,F
7517.state,AaK,AK
81493.salary,10000***,10000
68542.haschild,hN,N
186015.singleexemp,m0,0
3707.haschild,,Y
190154.childexemp,,0
130816.rate,50.,5.0
188273.marriedexemp,s0,0
88308.salary,40g000,40000
151771.marriedexemp,740,2740
60245.childexemp,,0
111852.salary,07000,70000
195851.maritalstatus,***,M
171774.haschild,***,N
188395.singleexemp,b0,0
103728.haschild,lY,Y
71081.gender,***,M
2585.lname,Kemr,Kerm
107869.state,K,AK
112236.childexemp,,0
56824.marriedexemp,p0,0
133710.maritalstatus,vM,M
34908.state,L,AL
74128.salary,85h000,85000
51667.marriedexemp,,0
80107.rate,0.s0,0.0
166348.state,AG,GA
27861.phone,35-4226,325-4226
187956.haschild,***,Y
108681.haschild,***,Y
141221.phone,43q3-2780,433-2780
124651.state,cNJ,NJ
24565.childexemp,***,0
23750.salary,250s00,25000
25405.state,RO,OR
89538.phone,143-8258,143-8285
82932.city,AGULIA,AGUILA
9052.salary,9500,95000
184245.gender,***,M
958.gender,mF,F
11854.state,E,DE
133630.childexemp,***,0
165664.maritalstatus,***,S
34056.lname,Scmherl,Schmerl
85972.rate,57.5,5.75
170312.maritalstatus,***,S
17803.state,J,NJ
165905.phone,19n4-3009,194-3009
29286.state,D,ND
129798.state,NaJ,NJ
148928.maritalstatus,gS,S
81225.childexemp,i0,0
131350.marriedexemp,,0
178227.gender,jM,M
114522.state,J,NJ
43249.childexemp,l0,0
99080.haschild,***,N
35549.salary,6500,65000
112257.city,ALBUQUERQEU,ALBUQUERQUE
13676.state,KA,AK
12884.lname,Senako,Senzako
29928.state,JN,NJ
25780.rate,60,6.0
32628.city,ALUQUERQUE,ALBUQUERQUE
28752.zip,1c5464,15464
195636.city,CHANHASSEN***,CHANHASSEN
134515.childexemp,p0,0
120897.state,nAK,AK
67530.childexemp,,0
5235.state,JN,NJ
183898.state,JN,NJ
118762.city,ALBUQURQUE,ALBUQUERQUE
73943.city,ALBUQERQUE,ALBUQUERQUE
148088.areacode,41,541
89198.singleexemp,0,20
33423.rate,6.4p5,6.45
60530.lname,Marrakhci,Marrakchi
166739.marriedexemp,r0,0
184530.state,JN,NJ
95959.salary,0000,70000
135671.singleexemp,3557,3575
137150.marriedexemp,,0
140516.areacode,6f15,615
187042.rate,78,7.8
110066.singleexemp,,0
168580.maritalstatus,xS,S
108131.maritalstatus,***,M
25908.state,JN,NJ
64729.zip,624w6,6246
108740.gender,uF,F
178692.areacode,497,479
146152.childexemp,,0
62063.state,NsV,NV
165835.state,K,AK
153207.rate,6.466e783,6.466783
124963.fname,wNiteen,Niteen
29890.salary,8500,85000
51789.city,BERA,BEAR
129753.maritalstatus,***,M
9118.gender,***,F
73151.state,NtM,NM
57465.maritalstatus,zM,M
55690.city,ALBUQURQUE,ALBUQUERQUE
155193.gender,,F
116631.salary,10000***,10000
55616.city,CHARLESqTON,CHARLESTON
22655.childexemp,r0,0
112401.phone,568-5509,568-5590
140226.marriedexemp,,0
150914.state,tNH,NH
120232.areacode,80b1,801
56633.fname,Gretchne,Gretchen
161919.city,qSOUTHWEST,SOUTHWEST
18645.city,ALCOA,ALCOVA
18685.areacode,758,785
141565.state,JN,NJ
79522.areacode,30m3,303
186904.areacode,865,856
180886.phone,8d29-5623,829-5623
89694.areacode,372,732
140308.zip,25c928,25928
76920.singleexemp,***,0
168532.state,JN,NJ
153126.haschild,***,N
46378.phone,780-2499,780-2949
1394.gender,oF,F
106060.city,OCLUMBIANA,COLUMBIANA
39986.lname,Slowe,Salowe
9632.singleexemp,20p00,2000
62737.rate,.865488,8.65488
75794.childexemp,v0,0
179580.phone,42-5917,242-5917
99592.rate,307,3.07
82786.rate,85,8.5
167025.city,CHARLOTwTE,CHARLOTTE
95081.childexemp,***,0
176640.marriedexemp,r0,0
165221.areacode,u321,321
105485.singleexemp,r0,0
141896.marriedexemp,,0
1156.haschild,,Y
82582.salary,95000***,95000
73184.gender,***,M
191421.singleexemp,,0
144944.maritalstatus,***,M
197364.haschild,***,N
36489.rate,.9,3.9
119895.state,AdK,AK
105976.state,hNE,NE
6803.state,oNJ,NJ
16250.lname,Ogupnfunmi,Ogunfunmi
116714.fname,Mojmr,Mojmir
117387.marriedexemp,0280,2080
143094.state,KA,AK
107547.lname,Zakfar,Zafar
101216.childexemp,l0,0
175055.childexemp,e0,0
178444.gender,,F
149885.zip,5647,50647
132998.salary,r35000,35000
18029.salary,550c00,55000
112672.state,NzJ,NJ
157581.maritalstatus,lS,S
13260.state,NkJ,NJ
23353.rate,36,3.6
81441.maritalstatus,,S
119256.rate,2.26396,2.267396
104645.maritalstatus,,M
47582.gender,,M
17856.lname,rEni,Erni
14654.salary,n5000,5000
482.gender,uF,F
131467.state,V,NV
187529.state,rNJ,NJ
79479.city,cALBUQUERQUE,ALBUQUERQUE
115814.state,JN,NJ
88525.state,J,NJ
79349.singleexemp,***,0
119158.state,M,NM
180244.haschild,***,N
44620.salary,k80000,80000
160341.areacode,757,775
50100.gender,dF,F
182976.maritalstatus,***,M
37446.haschild,,Y
87482.rate,x1.4,1.4
119309.phone,838-713,838-7143
16322.childexemp,,0
66443.state,KA,AK
74254.childexemp,***,0
50253.childexemp,f0,0
133280.phone,n818-1292,818-1292
172359.zip,2p7588,27588
76053.gender,pM,M
1180.state,CD,DC
148182.city,ALBUQUERQE,ALBUQUERQUE
77384.haschild,***,N
15292.childexemp,a0,0
26583.state,KA,AK
150858.marriedexemp,***,0
176338.haschild,tY,Y
77453.areacode,28,228
1276.gender,***,F
15828.lname,Sheid,Scheid
152432.haschild,xN,N
105686.singleexemp,m0,0
54170.areacode,50u1,501
137796.areacode,75,765
84106.fname,Juusng,Jusung
95607.fname,Kyjin,Kyujin
36962.state,gNJ,NJ
1375.gender,bF,F
199016.childexemp,***,0
161355.haschild,***,N
99496.rate,.5,8.5
12850.zip,3165,33165
49756.childexemp,,0
26742.state,IR,RI
105646.marriedexemp,,0
174627.childexemp,***,0
56296.zip,668,4668
44430.areacode,02,702
73669.singleexemp,z0,0
31995.state,zSD,SD
94278.phone,8a85-3923,885-3923
113370.zip,7653,70653
50997.lname,Bookre,Booker
158310.childexemp,***,0
42108.rate,1.8378205,1.8738205
20706.state,JN,NJ
28320.fname,hris,Chris
85331.maritalstatus,,S
108108.lname,uLnn,Lunn
160841.haschild,aN,N
112487.fname,Maerrell,Merrell
907.gender,eF,F
148982.maritalstatus,***,M
193602.state,KA,AK
55475.childexemp,,0
137353.phone,177-128,177-5128
82677.state,NkJ,NJ
150344.city,SVANNAH,SAVANNAH
33283.gender,,F
106359.haschild,,N
83851.marriedexemp,***,0
184973.state,V,NV
181621.gender,,M
131772.state,yAK,AK
76902.gender,,M
3558.city,DES MOINSE,DES MOINES
120894.salary,2000,20000
26098.marriedexemp,***,0
56077.childexemp,f0,0
56022.marriedexemp,x0,0
110964.childexemp,***,0
102433.maritalstatus,kS,S
20909.state,JN,NJ
197783.areacode,370,307
129911.areacode,05,505
113709.singleexemp,250,2250
97248.state,JN,NJ
3779.city,TIVRETON,TIVERTON
28490.marriedexemp,2000***,2000
55976.rate,.0,0.0
69857.zip,3844***,3844
104859.city,ALBQUUERQUE,ALBUQUERQUE
160772.state,C,SC
192123.marriedexemp,d0,0
67396.state,K,AK
14021.haschild,,N
185873.state,JN,NJ
197122.areacode,23,203
15441.salary,50000***,50000
186162.salary,50i00,5000
63491.state,NI,IN
84749.childexemp,***,0
187481.fname,Xingin,Xingbin
155463.lname,oBdik,Bodik
38564.state,rAK,AK
103968.state,KA,AK
177695.state,gNJ,NJ
138329.childexemp,j0,0
68587.city,NILAND,INLAND
121577.singleexemp,l0,0
83099.maritalstatus,xM,M
159330.singleexemp,x0,0
191410.city,LBUQUERQUE,ALBUQUERQUE
97353.childexemp,***,0
121616.childexemp,***,0
50212.rate,00,0.0
179067.state,JN,NJ
6297.maritalstatus,,M
125055.marriedexemp,***,0
7961.zip,42888,24888
31056.fname,oCrtes,Cortes
17309.city,ALEM,SALEM
64443.singleexemp,c0,0
51783.marriedexemp,,0
164052.phone,480-23u84,480-2384
68631.gender,oM,M
53381.zip,302,3902
120417.haschild,,Y
36872.salary,15000***,15000
179692.singleexemp,,0
3001.state,kDC,DC
125771.phone,588-z5413,588-5413
153715.fname,kSheelagh,Sheelagh
158088.childexemp,,0
104194.city,DAERON,DAMERON
108018.salary,0000,60000
66674.phone,328-6123,328-6132
122745.maritalstatus,,S
139536.salary,x15000,15000
129580.marriedexemp,,0
7647.areacode,8j15,815
164287.lname,Hawryszikewycz,Hawryszkiewycz
157472.childexemp,,0
170827.marriedexemp,***,0
196981.haschild,aN,N
57474.marriedexemp,8400,4800
123932.lname,Ina,Inza
177905.gender,,M
58822.salary,4000,40000
142753.zip,63349,36349
61592.state,JN,NJ
39313.gender,,F
93514.salary,5000,95000
11737.maritalstatus,***,S
41693.childexemp,***,0
149193.marriedexemp,d0,0
59652.state,KA,AK
197894.rate,.0555556,3.0555556
40839.fname,pEishiro,Eishiro
43195.gender,,F
138719.phone,971-7247,971-7427
179507.gender,***,F
47770.singleexemp,,0
86614.areacode,82,812
66131.marriedexemp,600,6600
196426.singleexemp,2100***,2100
117168.zip,202,2802
184254.rate,5.5899544,5.5895944
21397.state,JN,NJ
76077.state,J,NJ
141932.phone,226-080,226-3080
6574.haschild,***,Y
116708.haschild,nY,Y
30216.state,N,MN
65214.zip,96782,96728
190149.singleexemp,***,0
90900.rate,2.68390,2.68309
127981.rate,6.5,6.25
20654.rate,4.7957712,4.7957172
184207.city,ALrDEN,ALDEN
51358.childexemp,s0,0
56630.zip,9214,59214
143994.marriedexemp,p0,0
114415.phone,574-6f800,574-6800
120553.singleexemp,2700***,2700
92621.city,ALBUQUREQUE,ALBUQUERQUE
17895.phone,180-8518,108-8518
147781.maritalstatus,tS,S
97040.marriedexemp,,0
72787.marriedexemp,***,0
158297.state,LI,IL
100401.phone,20-9151,206-9151
142585.singleexemp,b0,0
1334.gender,jF,F
15610.haschild,iN,N
174161.city,NEW YOmRK,NEW YORK
66910.rate,.25,6.25
74602.marriedexemp,140c0,1400
167518.childexemp,o0,0
190386.rate,.0,0.0
63202.fname,Hsellis,Hellis
47262.childexemp,,0
896.gender,,F
72484.city,ALBUQURQUE,ALBUQUERQUE
51420.childexemp,***,0
159604.phone,30-3671,302-3671
12887.phone,793-4538,739-4538
156577.rate,50.,5.0
101059.childexemp,330,3300
27460.singleexemp,***,0
174931.zip,6106,6016
16799.rate,3.595,3.955
168559.haschild,***,N
109980.childexemp,***,0
135107.marriedexemp,j0,0
131190.childexemp,***,0
172559.haschild,,N
28388.rate,69.,6.9
125057.lname,Mikch,Miksch
77392.state,KA,AK
679.gender,,F
1570.rate,q3.0,3.0
186655.state,AqK,AK
82043.lname,aPdget,Padget
133229.state,MN,NM
39880.gender,jF,F
2478.state,C,DC
107517.fname,Mairlyn,Marilyn
18688.areacode,f202,202
144817.marriedexemp,i0,0
8154.state,lNJ,NJ
104443.city,PRhUDEN,PRUDEN
35677.city,SeCIO,SCIO
106514.city,ALBUQUERQEU,ALBUQUERQUE
63345.marriedexemp,4200***,4200
155144.state,WzA,WA
153685.lname,Basss,Bass
6747.state,AvZ,AZ
140361.fname,Rtefik,Refik
167785.zip,1a014,1014
137700.city,VON,AVON
142527.gender,,F
187317.childexemp,0,40
130142.fname,Psaquale,Pasquale
60419.haschild,***,Y
90104.haschild,,N
162269.childexemp,190,1900
15643.haschild,mY,Y
102735.childexemp,***,0
72533.rate,7.20104o9,7.201049
71392.areacode,453,435
69136.childexemp,f0,0
175573.rate,00.,0.0
140835.state,JN,NJ
15935.childexemp,p0,0
104192.zip,3920q3,39203
49731.marriedexemp,***,0
161455.areacode,64,614
39538.city,ALBQUUERQUE,ALBUQUERQUE
432.gender,jF,F
77766.marriedexemp,j0,0
66316.city,AcLBUQUERQUE,ALBUQUERQUE
86506.gender,,F
96614.fname,LaRyo,LaRoy
162789.marriedexemp,***,0
28631.maritalstatus,jS,S
118396.city,ALBUQURQUE,ALBUQUERQUE
163930.childexemp,,0
10007.gender,,M
